id,commit,build,exec_time,comment,fix
365,c55447d5,FAIL,2,Clarify release notes,{}
366,5967d78d,FAIL,1,Add since tags,{}
367,a48f28b5,FAIL,2,Add OSGi information,{}
368,0327b459,FAIL,1,Update prior to v2.0,{}
369,860261c5,FAIL,1,Add Serializable [2819834],{}
370,2fd05c3e,FAIL,2,Add Joda-Money,{}
371,ddd34b7f,FAIL,1,"Add methods to Duration to get standard minutes, hours and days [2862884]",{}
372,001829be,FAIL,1,Add YearMonth [1863090],{}
373,f5dd6bff,FAIL,2,Add YearMonth [1863090],{}
374,830e672b,FAIL,1,Additional tests,{}
375,dcaef093,FAIL,2,DateTime constructors without seconds/millis [1982629],{}
376,d94f390d,FAIL,1,Remove unecessary use of YearMonthDay,{}
377,e071e5ab,FAIL,1,Add LocalDateTime.toDateTime() [2465359] providing direct conversion to JDK Date handling DST and time zone data differences,{}
378,bf0a5986,FAIL,2,Add LocalDate.toDate() [2465359] providing direct conversion to JDK Date handling DST and time zone data differences,{}
379,1cbee321,FAIL,1,Remove deprecations,{}
380,e1b20335,FAIL,1,Move to Java 5 with foreach loop,{}
381,3f1e047c,FAIL,1,Move to Java 5 with generics,{}
382,9bad9978,FAIL,1,Allow 'Z' and 'ZZ' in format patterns to parse 'Z' as '+00:00' [2827359],{}
383,d68e39ce,FAIL,2,Fix possible concurrency hole in PeriodFormatBuilder.Separator [2820871],{}
384,0ea95a73,FAIL,1,Use LocalDate.toDateTimeAtStartOfDay() [2461322] raised by muriloq,{}
385,1cd13607,FAIL,1,Require Joda-Time 1.6,{}
386,7cfbab6f,FAIL,2,Clarify Javadoc [2862109] reported by hpwerner,{}
387,2872e569,FAIL,1,Maven 2 files,{}
388,8b49e71d,FAIL,2,Fix website text [2865266] raised by Timothy Tucker,{}
389,4c9edec5,FAIL,1,"DateTimeZone data updated to version 2009m. Noticed bug in Asia/Amman, but this was from a previous update.",{}
390,9fa4334d,FAIL,1,DateTimeZone data updated to version 2009l.,{}
391,6cd3a18f,FAIL,2,Javadoc,{}
392,921c1a95,FAIL,1,Add DataNucleus information,{}
393,6cb6574c,FAIL,1,DateTimeZone data updated to version 2009k.,{}
394,dfbb62c7,FAIL,2,Add to user guide suggested by Jens Zastrow,{}
395,0332cbe7,FAIL,1,DateTimeZone data updated to version 2009j.,{}
396,8a31f552,FAIL,2,DateTimeZone data updated to version 2009i.,{}
397,f4a42a80,FAIL,1,DateTimeZone data updated to version 2009h. (no actual rule changes),{}
398,01510a73,FAIL,1,Fix method name typo - DateTimeFormatter.getChronolgy() [2783325],{}
399,51ed4026,FAIL,2,Better error messages for invalid time zone ids [2781835],{}
400,8c295c36,FAIL,1,DateTimeZone data updated to version 2009g.,{}
401,220901d8,FAIL,2,DateTimeZone data updated to version 2009f.,{}
402,bfdef1b8,FAIL,1,Add privacy statement,{}
403,5d9df524,FAIL,1,"Add PersistentInstant, from Martin Grove",{}
404,62fd2aa0,FAIL,2,Updated JDK version compatibility to be consistent with release notes.,{}
405,d69f11cc,FAIL,1,DateTimeZone data updated to version 2009e.,{}
406,5aae9b2e,FAIL,1,Support pluggable locale text and additional locales in JDK 6 [2690370] implemented by sschz,{}
407,a3cc13c9,FAIL,2,Fix DST cutover issues for LocalDate.toInterval() [2487417] Raised by Luc Claes,{}
408,fa566d6c,FAIL,1,Javadoc fix in Months [2721880],{}
409,aa898665,FAIL,2,Fix so that builder works even when system time zone isn't UTC.,{}
410,534d1a0e,FAIL,1,DateTimeZone data updated to version 2009d.,{}
411,6cf67f42,FAIL,1,DateTimeZone data updated to version 2009c.,{}
412,5fb2edaa,FAIL,2,Move version to 2.0,{}
413,e1e7a3b7,FAIL,1,Add millis() factory [2648777],{}
414,411e7241,FAIL,2,DateTimeZone data updated to version 2009a.,{}
415,738f4902,FAIL,1,Need to use WinSCP for releases now,{}
416,f3313e4f,FAIL,1,Prepare for v1.6,{}
417,01b4521d,FAIL,2,Update TODO version,{}
418,3b5d9edf,FAIL,1,Added Duration.getStandardSeconds() and Duration.toStandardSeconds(),{}
419,33037763,FAIL,1,Add since tag,{}
420,ba5b23c9,FAIL,2,Add DateTimeZone.isLocalDateTimeGap,{}
421,c247b1ea,FAIL,1,DateTimeZone data updated to version 2008i.,{}
422,3367bafb,FAIL,2,Change to maven 1.1,{}
423,5de9d937,FAIL,1,Change to maven 1.1,{}
424,df21ab4b,FAIL,1,Method deepCopy() should just return the input value [2038742],{}
425,7f60a9ca,FAIL,2,Add I18N link,{}
426,c51f5211,FAIL,1,Fix javadoc and licence,{}
427,1fdc1f43,FAIL,2,DateTimeZone data updated to version 2008h.,{}
428,c111e996,FAIL,1,Prepare for v1.1,{}
429,3ba02f6c,FAIL,1,Add PersistentLocalDateTime,{}
430,312ed1d8,FAIL,2,Update the list of tasks,{}
431,4f0fa2ec,FAIL,1,Handle null intervals stored in database [2111763],{}
432,64a991fc,FAIL,1,DateTimeZone data updated to version 2008g.,{}
433,1e601794,FAIL,2,DateTimeZone data updated to version 2008f.,{}
434,2490507f,FAIL,1,Added stable Chronology hash code implementations [2018795],{}
435,07ab0b2f,FAIL,2,Fix period formatting printZeroRarelyFirst() [2025928] from Sarah Brake,{}
436,2022a572,FAIL,1,Add OSGi manifest information [1889787] adapted from Barend Garvelink,{}
437,baac178e,FAIL,1,Add OSGi manifest information [1889787] adapted from Barend Garvelink,{}
438,08669f78,FAIL,2,DateTimeZone data updated to version 2008e.,{}
439,d8fd2cec,FAIL,1,DateTimeZone data updated to version 2008d.,{}
440,7eed68ff,FAIL,2,"Fix user guide example, bug 1945908",{}
441,fae8b5a6,FAIL,1,DateTimeZone data updated to version 2008c.,{}
442,c880847b,FAIL,1,DateTimeZone data updated to version 2008b.,{}
443,20bd2451,FAIL,2,"Fix millisecond parsing, fix basic parsers too lenient",{}
444,ad03b064,FAIL,1,Add since tags,{}
445,d6dab6bf,FAIL,1,Fix copyright dates,{}
446,b89707e6,FAIL,1,Add static factory methods to Duration [1909376],{}
447,1b5988e3,FAIL,1,DateTimeFormat.forFields(List) method can't handle immutable [1877843],{}
448,97c6db8a,FAIL,2,Prepare for v1.6,{}
449,28676c0f,FAIL,1,Release scripts,{}
450,582ba2ea,FAIL,1,Fixed offset time zones calculated incorrect periods - fix isPrecise(),{}
451,826d38bc,FAIL,2,Switch to make v1.6 the next release,{}
452,daec3672,FAIL,1,Release scripts,{}
453,7283dc72,FAIL,2,Prepare for 1.0.2,{}
454,7f691f72,FAIL,1,"Include .properties files in jar file, and prepare for 1.0.2",{}
455,a003745a,FAIL,1,Updated time zone table documentation.,{}
456,62ea1bfa,FAIL,2,"Fix Javadoc timezone definitions, from Simen Rokaas [Open discussion]",{}
457,706ccf2e,FAIL,1,Fix document title,{}
458,a478fe86,FAIL,1,ZonedChronology fix to roundFloor/roundCeiling (regression from 1.4) [1887104] Bug affected DST cutover in Autumn for time fields (not date fields),{}
459,6f1b59b6,FAIL,2,Pre release 1.5.2,{}
460,f7fa039a,FAIL,1,Pre release 1.5.2,{}
461,3e6eded0,FAIL,2,Use correct Guatamala cutover date,{}
462,98ab6879,FAIL,1,Javadoc,{}
463,90791a77,FAIL,1,Note time zone update.,{}
464,0c7b06d9,FAIL,2,Fix getOffsetFromLocal DST gap adjustment.,{}
465,f2878d1c,FAIL,1,DateTimeZone data updated to version 2007k.,{}
466,990fcfc0,FAIL,2,Improve Javadoc on Object constructors suggested by Gili Tzabari,{}
467,1253e8c0,FAIL,1,Javadoc inspired by mistake in Hours spotted by Phil Brock,{}
468,c4efa9ca,FAIL,1,Pre Release 1.5.1,{}
469,e0dfeca3,FAIL,2,DateTimeZone data updated to version 2007j.,{}
470,ecfddfa4,FAIL,1,"Add scope provided to maven project.xml, bug 1841568",{}
471,857aaacf,FAIL,1,Support parsing all upper-case and all lower-case text,{}
472,88551bde,FAIL,1,Support parsing all upper-case and all lower-case text,{}
473,d78a89d2,FAIL,1,Update to use javax.* namespace on maven for dependencies,{}
474,8ae44bbe,FAIL,2,Pre Release 1.0.1,{}
475,ce6ca2df,FAIL,1,Post release 1.5,{}
476,e9009a11,FAIL,1,"Assorted minor fixes, from Bob Japenga",{}
477,66134183,FAIL,2,"Change ""Users guide"" to ""User guide""",{}
478,7b910262,FAIL,1,Post release 1.5,{}
479,5f7236c7,FAIL,2,Updated tz database to version 2007i.,{}
480,b198acb9,FAIL,1,Fix bundle to be a jar not a zip,{}
481,1129b311,FAIL,1,"Prepare for v1.5, Switch to JDK1.4, Switch to Emma",{}
482,29c52d1e,FAIL,2,Abandon Maven 2,{}
483,5ccd1def,FAIL,1,Add missing since tags for 1.5,{}
484,ff5faa95,FAIL,1,Update release note compatibility from clirr,{}
485,d3bf091a,FAIL,2,Reword US DST FAQ for clarity,{}
486,19ed2b02,FAIL,1,Abandon Maven 2,{}
487,575254b8,FAIL,2,Abandon Maven 2,{}
488,2b1b575d,FAIL,1,Abandon Maven 2,{}
489,6f386bb7,FAIL,1,Abandon Maven 2,{}
490,1209751a,FAIL,2,Enable compilation on JDK 1.3,{}
491,526ee264,FAIL,1,Maven 2,{}
492,605c7215,FAIL,2,Sources now provided as a jar,{}
493,08dac4fd,FAIL,1,Maven 2,{}
494,4a9a2cf9,FAIL,1,Maven 2,{}
495,44feb9f8,FAIL,2,Maven 2,{}
496,be7b3ae4,FAIL,1,Maven 2,{}
497,51dca08a,FAIL,1,Prepare for v1.5,{}
498,5e0b12a0,FAIL,2,Add Islamic calendar to home page,{}
499,08da459f,FAIL,1,Prepare for v1.5,{}
500,6e2619ab,FAIL,2,Prepare for v1.5,{}
501,906e96a5,FAIL,1,Deprecate YearMonthDay and TimeOfDay,{}
502,0ebf8683,FAIL,1,Prepare for v1.5,{}
503,119418fb,FAIL,2,Add Partial.isMatch(ReadablePartial),{}
504,a201e395,FAIL,1,Fix test so it isn't influenced by DST cutover,{}
505,69b17f73,FAIL,2,"Fix DateTime parsing of text containing non-letters, also make less greedy [1788282]",{}
506,25443d7b,FAIL,1,Update tasks as Islamic chronology has been written,{}
507,b35d679a,FAIL,1,DateTimeZone data updated to version 2007h,{}
508,87557cda,FAIL,2,Switch meta-inf to META-INF,{}
509,63f77324,FAIL,1,Prepare for v1.0,{}
510,a99e4837,FAIL,1,Document period and duration persistence,{}
511,b58f412c,FAIL,2,Store period and duration using ISO8601 string,{}
512,bb9aea5d,FAIL,1,Updated to TZ version 2007g.,{}
513,26dc14b0,FAIL,2,Eliminate redundant checks.,{}
514,a5edf79d,FAIL,1,Guard against locale changing concurrently.,{}
515,bffc316f,FAIL,1,Fixed defect in localized Gregorian/Julian symbol cache which severely impacted formatting performance when using null (default) locale.,{}
516,9767bfc1,FAIL,2,Fixed @since tags.,{}
517,19e969dd,FAIL,1,Added appendFixedDecimal and appendFixedSignedDecimal methods to DateTimeFormatterBuilder.,{}
518,1cfa9b4c,FAIL,2,"Add LocalDate toDateTimeAtStartOfDay(), toDateTimeAtStartOfDay(DateTimeZone)",{}
519,31de4ef4,FAIL,1,"Add Period normalizedStandard(), normalizedStandard(PeriodType) Fix Period withXxx() to throw UnsupportedOperationException",{}
520,a13f93ca,FAIL,1,Add Period plus(ReadablePeriod) minus(ReadablePeriod),{}
521,0472506e,FAIL,2,Add Period.toStandard*() methods - use UnsupportedOperationException,{}
522,7c4c238b,FAIL,1,Add Period.toStandard*() methods - use UnsupportedOperationException,{}
523,0d5c8e72,FAIL,1,Fix Period plus*() and minus*() to throw correct exception as per javadoc,{}
524,d622c13d,FAIL,2,Add Period.toStandard*() methods,{}
525,bd9fec94,FAIL,1,Fix javadoc,{}
526,4b3ac22a,FAIL,2,Fix spelling,{}
527,8cff9bb7,FAIL,1,Improve javadoc of BasePeriod toDurationFrom() and toDurationTo(),{}
528,88406cda,FAIL,1,"Add Interval(long,long,DateTimeZone) constructor, emphasising that intervals include a time zone",{}
529,3f5e2faf,FAIL,2,Clarify javadoc of forTimeZone to indicate that application created SimpleTimeZone rules are not parsed bug/rfe 1705180,{}
530,c41eff1e,FAIL,1,"Fix DateTimeZone to better handle spring DST cutover bugs 1710316, 1747219, 1755158",{}
531,7755b343,FAIL,1,Fix and test LenientChronology to ensure it works with time zones bug 1755161,{}
532,fb7c0172,FAIL,1,"Clarify javadoc, suggested by Neil Martin",{}
533,496a7466,FAIL,1,"Clarify javadoc, suggested by Neil Martin",{}
534,dd15c2fc,FAIL,2,Fixed links to Subversion.,{}
535,152fb03b,FAIL,1,Fixed links to Subversion.,{}
536,9ab9cb1a,FAIL,1,Add isStandardOffset() to DateTimeZone,{}
537,f446ad4c,FAIL,2,Add external link symbol to JSR-310 link,{}
538,0ec9167b,FAIL,1,Update version to 1.5-SNAPSHOT,{}
539,65969a12,FAIL,2,Fix bug where some time zones (S.Africa) use same abbreviated zone name for summer and winter bug 1716305,{}
540,79ce64e7,FAIL,1,Remove system.out and formatting,{}
541,7f964c8e,FAIL,1,Remove US/Canada DST change note,{}
542,f19323cd,FAIL,2,Fix mailing list links,{}
543,ddd50d27,FAIL,1,Fix DateTimeFormat javadoc to explain time zone parsing restriction better [OpenDiscussion 1721909],{}
544,9b01b9e8,FAIL,1,Fix bug where some time zones (Australia) use same abbreviated zone name for summer and winter bug 1716305,{}
545,72466a53,FAIL,2,Bug fix: LenientChronology might incorrectly adjust a valid hour field near DST transition,{}
546,7ad12078,FAIL,1,Updated tz database to version 2007f.,{}
547,3c10f161,FAIL,2,renaming for consistency,{}
548,dd707bbe,FAIL,1,contributing hibernate support for Duration and Period,{}
549,9eca1233,FAIL,1,Add AbstractPeriod.toString(PeriodFormatter),{}
550,27b6a8b0,FAIL,2,Add project URL,{}
551,9b298d56,FAIL,1,Add LocalDate.toLocalDateTime,{}
552,bf41214e,FAIL,2,Ensure conversion to j.u.TimeZone produces best matching object possible,{}
553,eadcce77,FAIL,1,Ensure conversion to j.u.TimeZone produces best matching object possible,{}
554,c099c115,FAIL,1,Avoid reflection issue reported from Apache Harmony bug 1699760,{}
555,44e2b455,FAIL,2,More performance enhancements for Local* classes,{}
556,94d10c71,FAIL,1,Javadoc,{}
557,de71818a,FAIL,1,Updated tz database to version 2007e.,{}
558,be32ff32,FAIL,1,Added TestUnsupportedDateTimeField to exercise all methods in UnsupportedDateTimeField. Modified TestAll.java to include this test suite.,{}
559,aa114f07,FAIL,1,DateTimeZone did not properly convert fixed offset zones to java.util.TimeZone,{}
560,9378383c,FAIL,2,Updated tz database to version 2007d.,{}
561,1b63785f,FAIL,1,Updated tz database to version 2007d.,{}
562,4109251f,FAIL,1,Add javadoc to explain exception thrown when conversion to zoned datetime is invalid due to time zone,{}
563,f0b7de08,FAIL,2,Period formatting could end up in an infinite loop on IBM JDK 1.4.2 problem investigated by Jeroen van Erp with patch supplied,{}
564,2e7de31b,FAIL,1,Add tests to show pivot year parse works,{}
565,909aa72e,FAIL,2,Updated tz database to version 2007c.,{}
566,9cb266b7,FAIL,1,"Performance enhancement to comparison of LocalDate, LocalTime and LocalDateTime suggested by Francois Staes",{}
567,9aa6681d,FAIL,1,Fix period formating from throwing NegativeArraySizeException,{}
568,1aea267f,FAIL,2,Handle ibiblio changes,{}
569,d9e629e9,FAIL,1,"Minor test case optimisation, from Antonio Leita",{}
570,3fce0d10,FAIL,2,"Fix spelling error, from Guilherme Chapiewski Add JSR 310 link",{}
571,21baaea4,FAIL,1,Update page now 2007b is available,{}
572,0952c633,FAIL,1,"Spelling error, from Pascal Pugatsch",{}
573,a5922db3,FAIL,2,FAQ on US/Canada DST change,{}
574,903a0ac2,FAIL,1,Updated FAQ to include info on new US and Canada timezone rules.,{}
575,14589947,FAIL,2,Fixes to make maven happy,{}
576,514d80be,FAIL,1,Tidy user guide,{}
577,3568f72d,FAIL,1,Update Joda-Beans link,{}
578,4d6a1ecf,FAIL,2,Add and update Joda ASF2 license,{}
579,1945a52f,FAIL,1,Update to Joda-Time 1.3 jar file,{}
580,76f61a20,FAIL,2,"added documentation, adjusted joda-time version",{}
581,82e15b2b,FAIL,1,added persister for LocalDate and LocalTime,{}
582,0f4a7110,FAIL,1,"Fix spelling error, from Jean-Philippe Martin by email",{}
583,93c99e29,FAIL,2,LocalDate/LocalTime conostructors did not set internal state correctly spotted via problem with Days.daysBetween from Gareth Chapman,{}
584,576bf106,FAIL,1,Update the release notes for version 1.5,{}
585,c0de5a91,FAIL,1,Updated tz database to version 2007a.,{}
586,fef81cb6,FAIL,2,"In nullSafeGet(), changed variable name from begin to start for consistency.",{}
587,8d98570d,FAIL,1,Changed method curly brace placement.,{}
588,800e925b,FAIL,2,Changed class curly brace placement.,{}
589,d10d1575,FAIL,1,Initial import of Persistent Interval support.,{}
590,ef66bcdf,FAIL,1,Updated tz database to version 2006p.,{}
591,ad3e968d,FAIL,2,Workaround for ConcurrentModificationException by some JVMs.,{}
592,4ed0a632,FAIL,1,Javadoc,{}
593,0fc3fc03,FAIL,2,Pre release 1.4,{}
594,3831b300,FAIL,1,Pre release 1.4,{}
595,513a3a99,FAIL,1,Rephrase related projects section,{}
596,72c5b594,FAIL,2,Javadoc,{}
597,320d7ec6,FAIL,1,Updated tz database to version 2006o.,{}
598,0abca338,FAIL,1,Add related projects page to advertise OSS projects built on top of Joda-Time,{}
599,0ad244a6,FAIL,2,Fix minor spelling error pointed out by Matt Benson.,{}
600,08edc657,FAIL,1,Copyright date,{}
601,f582cd6c,FAIL,2,Improve javadoc around min printed digits and max parsed digits,{}
602,5dd55066,FAIL,1,"Add PeriodFormatBuilder.append(PeriodPrinter,PeriodParser)",{}
603,2ca30169,FAIL,1,Add reference to bug report number,{}
604,98181a71,FAIL,2,Change negate() to negated(),{}
605,b1798187,FAIL,1,Fight against spam,{}
606,093dc651,FAIL,2,Link fields page to index page,{}
607,e725574c,FAIL,1,Rewrite period documentation to cover single-field periods,{}
608,0046b029,FAIL,1,"Update support section, reduce examples",{}
609,9c2c0a1c,FAIL,2,Correct HTML error,{}
610,ac208e7a,FAIL,1,Rewrite day calculation FAQ to reference Days class,{}
611,7a4ecb42,FAIL,1,Add months example to emphasise single field API,{}
612,12c4a5df,FAIL,2,Basic obfuscation of email addresses,{}
613,6386a8d3,FAIL,1,Update example with isGreaterThan method,{}
614,d0a3f0ee,FAIL,2,Add isGreaterThan/isLessThan methods,{}
615,c87ef968,FAIL,1,Enhance docs for single field periods,{}
616,4d329e15,FAIL,1,Improve Javadoc links,{}
617,28e8aade,FAIL,2,Enhance docs for single field periods,{}
618,1b5a0893,FAIL,1,Add docs on time zone updating,{}
619,e541f5fd,FAIL,2,Improve Javadoc on single field periods,{}
620,f0d875fe,FAIL,1,Improve Javadoc on single field periods,{}
621,9d1583cd,FAIL,1,Fix bug where Chronology instances were compared by identity instead of equals(),{}
622,5e5300bf,FAIL,2,Updated tz database to version 2006n.,{}
623,7c5b32a9,FAIL,1,Javadoc comment fix.,{}
624,42bde04b,FAIL,1,Add Years/Months/Weeks/Days/Hours/Minutes/Seconds (single field period classes),{}
625,60563aa4,FAIL,2,Add zero-length constant to Period,{}
626,07c9059f,FAIL,1,Clear release notes ready for 1.4,{}
627,cd9dae9e,FAIL,2,Add link to I18N contrib project,{}
628,d1b9870a,FAIL,1,Remove tasks that are not going to happen,{}
629,10290929,FAIL,1,Updated tz database to version 2006m.,{}
630,93c7f20d,FAIL,2,Updated tz database to version 2006m.,{}
631,7409d924,FAIL,1,Updated tz database to version 2006m.,{}
632,9cca8c5d,FAIL,2,Fixed text value of ReadablePartial fields when using GJChronology.,{}
633,1c5cb659,FAIL,1,Updated tz database to version 2006l.,{}
634,8f8bf8fb,FAIL,1,Updated tz database to version 2006k.,{}
635,ba513814,FAIL,2,Updated tz database to version 2006j.,{}
636,9a68ba21,FAIL,1,Move generator classes so they aren't in the jar,{}
637,5e367af6,FAIL,1,Release 0.1,{}
638,fd94420c,FAIL,2,Init package id,{}
639,f6e989bf,FAIL,1,Include dat file in jar file,{}
640,1d78a886,FAIL,2,Warn about API changes,{}
641,e4d77425,FAIL,1,Initial checkin,{}
642,1ec6eb26,FAIL,1,I18N initial checkin,{}
643,93347206,FAIL,2,I18N initial checkin,{}
644,2f0420ee,FAIL,1,Share project 'time-i18n' into 'https://svn.sourceforge.net/svnroot/joda-time/trunk/JodaTimeContrib/i18n',{}
645,81023700,FAIL,2,Update for version 1.4,{}
646,97aeb713,FAIL,1,Pre 1.3 release,{}
647,b1d9981b,FAIL,1,Pre 1.3 release,{}
648,ce6991c2,FAIL,2,Add missing since tags for 1.3,{}
649,0507d7e4,FAIL,1,Enhance release notes,{}
650,dff90a4d,FAIL,1,Fix svn setup,{}
651,4d88c71f,FAIL,2,Try to get jdiff plugin to work,{}
652,7ea50f9e,FAIL,1,Explain immutable better with new examples,{}
653,e7ae8f54,FAIL,2,Remove unused method,{}
654,1710dc4f,FAIL,1,Test and fix local string parsing,{}
655,6b0549a6,FAIL,1,Minor comment typo,{}
656,bf192877,FAIL,2,Optimise implementation of abuts(),{}
657,a01f36f8,FAIL,1,"Reset interval behaviour back to v1.2, except fixing a bug in overlaps() when passing in null",{}
658,bf8d08e2,FAIL,2,Tighten interval specification wrt zero duration intervals Change a zero duration interval to contains() itself and an instant of the same value,{}
659,c2964c05,FAIL,1,Test parsing long fractions,{}
660,0c90a60c,FAIL,1,Bug fix Interval overlap/gap methods so they return intervals with the correct chronology Spotted by Jozsef Hontvari,{}
661,d9cb23bc,FAIL,2,"Check for construction by UTC zone, switching tests to PARIS zone for safety",{}
662,776b3d07,FAIL,1,Javadoc,{}
663,939bb55d,FAIL,1,Javadoc,{}
664,ae732ef3,FAIL,2,Switch documentation to refer to Local classes instead of YMD/TOD,{}
665,2bb040b3,FAIL,1,Fix Javadoc,{}
666,e3158c9e,FAIL,2,Update TODO removing Local* classes,{}
667,f8d72513,FAIL,1,Add and use new local ISO parsers,{}
668,84f9e821,FAIL,1,Prevent String constructor from accepting times only,{}
669,ba5756d2,FAIL,2,Document String constructor parse formats,{}
670,c2ea1809,FAIL,1,Document String constructor parse formats,{}
671,662b2ea4,FAIL,1,In getPartialValues avoid validate and use chronology,{}
672,3104c835,FAIL,1,Mark as effectively deprecated,{}
673,cfd80382,FAIL,1,Use standard 1.x branch naming for property methods,{}
674,e3bb5c0e,FAIL,2,Fix Local Object constructors,{}
675,34030220,FAIL,1,Fix spelling spotted by Andreas Deininger,{}
676,66d1870b,FAIL,1,tz data version 2006g,{}
677,e2d27d12,FAIL,2,tz data version 2006f,{}
678,7c09011e,FAIL,1,updated tz data to version 2006e,{}
679,404ada8f,FAIL,2,Fixed @since tags.,{}
680,3a99ba6f,FAIL,1,Added DateTimeFormat.patternForStyle method to retrieve the format pattern for a given style and locale.,{}
681,2d752002,FAIL,1,Update release notes,{}
682,52d79b9e,FAIL,2,Fix tests to compile with changed converters,{}
683,639e9872,FAIL,1,Fix tests caused by extracting chronologies to constants,{}
684,bedcc4a0,FAIL,1,"Removed local variable debug info from compiled classes, which reduces size of jar file by about 10%.",{}
685,e610c97b,FAIL,1,"Constructing TimeOfDay with String value no longer accepts date fields, and 'T' prefix is now optional.",{}
686,941f593f,FAIL,1,Minor fix in error range reporting,{}
687,a0c65ac0,FAIL,2,LocalDate and LocalTime constructors use correct ISO parser.,{}
688,35714402,FAIL,1,Fixed test for those not living in Europe/London time zone.,{}
689,d89f0e95,FAIL,1,updated to tz version 2006d,{}
690,486a726f,FAIL,2,updated to tz version 2006d,{}
691,75ce9876,FAIL,1,Add toLocalXxx() methods to convert to LocalDate/Time,{}
692,45a8941a,FAIL,2,Extract chronologies to constants,{}
693,cd35cbcf,FAIL,1,Extract chronologies to constants,{}
694,5bc953f3,FAIL,1,Optimise when converting local milliseconds to the same zone,{}
695,0edd032e,FAIL,2,Add withXxx methods to YearMonthDay/TimeOfDay,{}
696,034147af,FAIL,1,Add withXxx methods to DateTime/DateMidnight,{}
697,7483b2a1,FAIL,1,Add millisOfDay methods,{}
698,937e2768,FAIL,2,Set mime-type to text/plain,{}
699,1839bcd7,FAIL,2,Updated to version 2006c.,{}
700,541e420f,FAIL,1,Add Local* classes to enhancements,{}
701,e512741a,FAIL,2,Test LocalDateTime,{}
702,88164922,FAIL,1,fixed counts in comments,{}
703,559df38c,FAIL,1,Begin testing LocalDateTime,{}
704,2858d0a7,FAIL,2,Delete .cvsignore files.,{}
705,cf4e1f7f,FAIL,1,Delete .cvsignore files.,{}
706,83df500a,FAIL,2,"If a parsed datetime is illegal due to field range or time zone offset transition, thrown exception includes text of datetime being parsed.",{}
707,35808a6d,FAIL,1,Fixed overflow when getting year field from instants at Long.MAX_VALUE and LONG.MIN_VALUE.,{}
708,d9405124,FAIL,1,Javadoc fixes,{}
709,8a47b508,FAIL,1,"Refine methods, constructors and javadoc",{}
710,b5c8777d,FAIL,1,Testing of LocalDate,{}
711,1163c2a8,FAIL,2,Use methods and constructors more like YearMonthDay and TimeOfDay,{}
712,35f93b06,FAIL,1,Testing of LocalDate,{}
713,7d5d0a3b,FAIL,1,Fix Interval.overlaps when comparing against empty interval,{}
714,6d8cacbf,FAIL,2,Handle LocalDate era field,{}
715,3bfd8403,FAIL,1,Updated links to point to Subversion instead of CVS.,{}
716,ceda3998,FAIL,2,Updated links to point to Subversion instead of CVS.,{}
717,fef3c102,FAIL,1,Updated links to point to Subversion instead of CVS.,{}
718,82300eab,FAIL,2,Deleted CVSROOT.,{}
719,9aadef0b,FAIL,1,Delete .cvsignore files.,{}
720,721585d0,FAIL,2,Restored YearInfo cache to 1024. Was 1.,{}
721,e3f67489,FAIL,1,Fixed documentation errors,{}
722,baa2e5fb,FAIL,1,"More fixes, ugh.",{}
723,b825726c,FAIL,1,Fixed text.,{}
724,ed2739f7,FAIL,1,Added upgrade info for version 1.2.1.,{}
725,414e3ee5,FAIL,2,Update index to refer to version 1.2.1.,{}
726,d4a4f8f9,FAIL,1,LocalTime tests,{}
727,76911720,FAIL,2,Avoid supporting invalid fields like hourOfYear,{}
728,d4998c79,FAIL,1,Fix test time zone,{}
729,6744d06e,FAIL,1,Fix to ensure that zone is not lost on toDateTime et al,{}
730,63c9445d,FAIL,2,Start testing LocalDate,{}
731,28736a19,FAIL,1,"Fixed conversion methods toDateTime, toDateTimeISO, toMutableDateTime, and toMutableDateTimeISO to preserve the time zone",{}
732,69b4c490,FAIL,2,Updated to version 2006a.,{}
733,a6142691,FAIL,1,Test one or two field period format/parse,{}
734,621b83ea,FAIL,2,Test LocalTime,{}
735,9cb4d0fe,FAIL,1,Javadoc fixes,{}
736,24927184,FAIL,2,First version of LocalTime,{}
737,672fc224,FAIL,1,Initial versions of local datetime classes,{}
738,e762ad0b,FAIL,1,Post release v1.0,{}
739,bc30ef2f,FAIL,2,Release v1.0,{}
740,5f435a32,FAIL,1,Pre 0.8 release,{}
741,c7729863,FAIL,2,Pre 0.8 release,{}
742,882f3bf9,FAIL,1,Pre 0.8 release,{}
743,7b20d021,FAIL,1,Pre 0.8 release,{}
744,4bf53766,FAIL,1,Pre 0.8 release,{}
745,288308e0,FAIL,1,Sort project xml,{}
746,e0428fee,FAIL,2,Post release 0.9,{}
747,09bad3e9,FAIL,1,Release 0.9,{}
748,4b92c379,FAIL,2,Ignore,{}
749,2e6b5ce0,FAIL,1,Updated tz data to version 2005r.,{}
750,5757bcc8,FAIL,2,Fix date time zone hashcode from FindBugs,{}
751,a7236b6d,FAIL,1,Fix hashcode on partial property classes from FindBugs,{}
752,87ac8e95,FAIL,2,Fix parser to correctly estimate parsed length from FindBugs,{}
753,e38e7ad1,FAIL,1,Switch to cobertura,{}
754,386da715,FAIL,1,Post release 1.2,{}
755,4f77bfc1,FAIL,2,Minor typo in error message,{}
756,eda247ae,FAIL,1,Switch to cobertura,{}
757,79c63c41,FAIL,2,We now have 8 calendars,{}
