id,commit,build,exec_time,comment,fix,lastFix
1071,e9195c8,FAIL,0.0,Improving error checking logic and adding test cases to verify.,{'lastFix': None},
1072,bc02707,FAIL,1.0,Backing out LANG-580,{'lastFix': None},
1073,62d9b04,FAIL,0.0,Changing artifactId to commons-lang3,{'lastFix': None},
1074,dfd0a8f,FAIL,1.0,Removing ReflectiveEventSupport per author's suggestion.,{'lastFix': None},
1075,c11a6a7,FAIL,0.0,compiler/generics warnings & a typo,{'lastFix': None},
1076,81dff7a,FAIL,1.0,Adding findbugs-exclude-filter.xml to the source archives,{'lastFix': None},
1077,5e34fd7,FAIL,0.0,Fixing javadoc example.,{'lastFix': None},
1078,4443f6f,FAIL,1.0,Improving test coverage.,{'lastFix': None},
1079,d393187,FAIL,0.0,Changing the way we handle listener list.,{'lastFix': None},
1080,ba33bef,FAIL,1.0,Changing eol-style to native.,{'lastFix': None},
1081,37c64d7,FAIL,0.0,Misc. event utils.,{'lastFix': None},
1082,34658f0,FAIL,1.0,svn ps svn:eol-style native src/main/java/org/apache/commons/lang3/CharSequenceUtils.java svn ps svn:eol-style native src/test/java/org/apache/commons/lang3/CharSequenceUtilsTest.java,{'lastFix': None},
1083,4d479dc,FAIL,0.0,Updating the NOTICE file to be more clear as to the Spring code ownership,{'lastFix': None},
1084,6f2b27d,FAIL,0.0,Javadoc tweak,{'lastFix': None},
1085,a77b42a,FAIL,1.0,Javadoc Remove unnecessary cast,{'lastFix': None},
1086,8315bc9,FAIL,0.0,"Must not use autoboxing for Booleans in toBooleanObject(String), as we rely on object equality in toBoolean(String)",{'lastFix': None},
1087,2363845,FAIL,0.0,Moving to snapshot again post the beta tag,{'lastFix': None},
1088,211081b,FAIL,1.0,Setting to 3.0-beta before tagging,{'lastFix': None},
1089,8bc5a64,FAIL,0.0,Updating per Sebb's comment,{'lastFix': None},
1090,7eca20f,FAIL,1.0,"Refactoring toBoolean(String) and toBooleanObject(String) so that the latter has the same optimizations. I did this by pointing the former to the latter. I had to rewrite the optimizations a bit so they didn't auto-return as the latter considers null and false to be different. I also had to add specific support for false, no and off for the same reason. LANG-633",{'lastFix': None},
1091,341507b,FAIL,0.0,Fixing the pass along of compareTransients to the reflectionCompare method as identified by Robert Radkiewicz in LANG-635,{'lastFix': None},
1092,0b5dece,FAIL,1.0,Removing commented out private method,{'lastFix': None},
1093,5077070,FAIL,1.0,Upgrading to v17 of the parent,{'lastFix': None},
1094,3c5412d,FAIL,0.0,Checking in my work in progress for a 3.0 article,{'lastFix': None},
1095,87e6a42,FAIL,1.0,Adding Michael Wooten's event support utilities from LANG-580,{'lastFix': None},
1096,201a8e4,FAIL,1.0,Applying Sean Mickey's patch to LANG-630 such that MutableObject.equals is as would be expected. Now it directly overrides the equals(Object) method.,{'lastFix': None},
1097,f34b4cc,FAIL,0.0,[LANG-597] vastly expanded TypeUtils,{'lastFix': None},
1098,c3b6939,FAIL,0.0,Adding toCalendar method per LANG-632,{'lastFix': None},
1099,f5fb308,FAIL,1.0,Updating javadoc per Sean Mickey's 2nd comment to LANG-628,{'lastFix': None},
1100,225976b,FAIL,0.0,Javadoc fix to StringUtils.lastIndexOf(String) per LANG-631,{'lastFix': None},
1101,171676d,FAIL,1.0,Fix cloning of array types.,{'lastFix': None},
1102,4e2f2e9,FAIL,0.0,Document thread-safety (where known),{'lastFix': None},
1103,16841b8,FAIL,1.0,Suites have been removed,{'lastFix': None},
1104,8afcc55,FAIL,0.0,Eclipse warnings,{'lastFix': None},
1105,5b6cb22,FAIL,1.0,Improving javadoc for HashCodeBuilder.append(boolean) and the general class javadoc per LANG-628,{'lastFix': None},
1106,b5854ee,FAIL,0.0,"Adding my LANG-623 unit test. It showed there was no issue, but might as well keep it there in case it's reopened",{'lastFix': None},
1107,3e1afec,FAIL,1.0,"Adding a test, and code fix, to have supplementary chars working in numeric entity unescaping. See LANG-617",{'lastFix': None},
1108,8da5fb2,FAIL,0.0,Escaping supplementary chars seems good for NumericEntityEscaper. LANG-617,{'lastFix': None},
1109,38e3688,FAIL,0.0,Fixing variable,{'lastFix': None},
1110,45444d0,FAIL,0.0,"Adding containsWhitespace method per LANG-625. Code comes from the Spring framework, so I've added such to the NOTICE file. License is Apache License 2.0. Unit test is original.",{'lastFix': None},
1111,982e295,FAIL,0.0,"(LANG-624) SystemUtils.getJavaVersionAsFloat throws StringIndexOutOfBoundsException on Android runtime/Dalvik VM. Oops, fix return type.",{'lastFix': None},
1112,cbf8e4e,FAIL,0.0,(LANG-624) SystemUtils.getJavaVersionAsFloat throws StringIndexOutOfBoundsException on Android runtime/Dalvik VM. More assertions.,{'lastFix': None},
1113,ef9524a,FAIL,0.0,"- Fix (LANG-624) SystemUtils.getJavaVersionAsFloat throws StringIndexOutOfBoundsException on Android runtime/Dalvik VM - Refactor for unit testing. - Remove odd test code which is copy and pasted from SystemUtils, which therefore does not test anything.",{'lastFix': None},
1114,a45b7e6,FAIL,1.0,Fixing indent,{'lastFix': None},
1115,b9bba3b,FAIL,0.0,Adding note on requiring Comparator for non-Comparable. LANG-620,{'lastFix': None},
1116,fb2a8a4,FAIL,1.0,typo,{'lastFix': None},
1117,41f88e8,FAIL,1.0,Add ${basedir} to <excludeFilterFile> path configuration,{'lastFix': None},
1118,c974f56,FAIL,0.0,"Generate custom Mailing List pages for components (using ""mvn commons:mail-page"") See http://commons.apache.org/commons-build-plugin/mail-page.html",{'lastFix': None},
1119,a87ffd8,FAIL,1.0,Upgrade to commons-parent version 15,{'lastFix': None},
1120,bf9164d,FAIL,0.0,Fixed LocalUtils typo,{'lastFix': None},
1121,2c670db,FAIL,1.0,Hooking in the 2.5 article to the release notes,{'lastFix': None},
1122,9c8aecb,FAIL,1.0,Moving the @since 2.5 to the correct repeat method,{'lastFix': None},
1123,e3a763a,FAIL,0.0,"Bug in copy and paste, now tests MutableFloat not MutableDouble for String constructor",{'lastFix': None},
1124,43a83cc,FAIL,1.0,Article written about the 2.5 release,{'lastFix': None},
1125,12e9a4f,FAIL,0.0,"Moving the startsWithAny method from (String, String[]) to (String, String...)",{'lastFix': None},
1126,973d469,FAIL,1.0,@since 3.0 Changed signature from methodName(String) to methodName(CharSequence),{'lastFix': None},
1127,26beb4c,FAIL,1.0,"Adding 1.0, 1.0.1 and 2.0 releases to the doap",{'lastFix': None},
1128,44dd651,FAIL,0.0,Fix year for 2.5 release,{'lastFix': None},
1129,34b492b,FAIL,1.0,"Update year, lots has been done in 2010",{'lastFix': None},
1130,c946283,FAIL,0.0,Adding missing javadoc,{'lastFix': None},
1131,f1a2ccc,FAIL,1.0,Fixing package name to WordUtils and String->CharSequence API change,{'lastFix': None},
1132,0fd1024,FAIL,0.0,Fixing referred to method after API change. getInitializedObject became get,{'lastFix': None},
1133,942db56,FAIL,0.0,Fixing javadoc to refer to CharSequence after API change,{'lastFix': None},
1134,cafb638,FAIL,1.0,Minor 3.0 updates,{'lastFix': None},
1135,70a3bb8,FAIL,0.0,LANG-609: Added AtomicInitializer class. Introduced new ConcurrentInitializer interface which is now implemented by all all initializer classes.,{'lastFix': None},
1136,be5fc24,FAIL,0.0,Minor language tweaks (LANG-576),{'lastFix': None},
1137,7d18aa6,FAIL,0.0,Improve javadoc,{'lastFix': None},
1138,0b9a6b1,FAIL,0.0,"Removing unused import, putting fully qualified name in javadoc",{'lastFix': None},
1139,a46a4e8,FAIL,0.0,Updating Change report with all the resolved 3.0 issues,{'lastFix': None},
1140,43cb6ff,FAIL,0.0,"Adding concat(Object...) and concatWith(String, Object...) methods to provide vararg'd versions of the more prominent join methods. This ties into the String.concat method. LANG-396",{'lastFix': None},
1141,1d5c58b,FAIL,0.0,Vararging constructor methods; much like the method ones were in MethodUtils. LANG-396,{'lastFix': None},
1142,f48f054,FAIL,0.0,"Vararging more methods.  StringUtils.getCommonPrefix, StringUtils.indexOfDifference, WordUtils.initials, WordUtils.uncapitalize, WordUtils.capitalizeFully, WordUtils.capitalize, BooleanUtils.xor. LANG-396",{'lastFix': None},
1143,56f9366,FAIL,1.0,Vararging parseDate methods. LANG-396,{'lastFix': None},
1144,e2c648b,FAIL,0.0,Removed osgi jcip import note,{'lastFix': None},
1145,04e212a,FAIL,0.0,"Moving most of the methods over to varargs. A couple can't change because they are Object[], Class[] with both end parameters ideally wanting to be vararg. LANG-396",{'lastFix': None},
1146,307f4c2,FAIL,1.0,"[LANG-610] Introduced ConcurrentRuntimeException and extended the exception handling methods of ConcurrentUtils to support runtime exceptions, too.",{'lastFix': None},
1147,0feb432,FAIL,1.0,"Adding Builder interface, and refactoring the builder classes and BasicThreadFactory to implement this interface. Patch from Michael Wooten in LANG-601",{'lastFix': None},
1148,5916042,FAIL,0.0,Applying the copy of the HashCodeBuilder code to stop cyclic references over to EqualsBuilder per LANG-606 and Oliver Sauder's patch,{'lastFix': None},
1149,e7ce4f3,FAIL,1.0,Switched test class to jUnit 4 style.,{'lastFix': None},
1150,9a6fb2b,FAIL,0.0,"'stolen' is a cute word, but given it means taking without permission it's incorrect here",{'lastFix': None},
1151,b5a9d12,FAIL,1.0,Fixing javadoc per LANG-600. Examples already in tests.,{'lastFix': None},
1152,71b6d59,FAIL,1.0,Tab police (and trailing spaces),{'lastFix': None},
1153,b392723,FAIL,0.0,"Change the APIs from char to int character input to match underlying JRE API called. There is no need to narrow the input type argument to the JRE, in fact this causes us to loose support for Unicode supplementary characters. The APIs changed are: - indexOf(String, char) -> indexOf(String, int) - indexOf(String, char, int) -> indexOf(String, int, int) - lastIndexOf(String, char) -> lastIndexOf(String, int) - lastIndexOf(String, char, int) -> lastIndexOf(String, int, int) - contains(String, char) -> contains(String, int)",{'lastFix': None},
1154,19b6372,FAIL,1.0,https://issues.apache.org/jira/browse/LANG-607 StringUtils methods do not handle Unicode 2.0+ supplementary characters correctly.,{'lastFix': None},
1155,24f6517,FAIL,0.0,Upgrade to commons-parent-14 (and maven-javadoc-plugin 2.5 when specified),{'lastFix': None},
1156,ed6faac,FAIL,0.0,"Fix tabs to spaces, thank you Jörg.",{'lastFix': None},
1157,6fcada9,FAIL,1.0,Fix DefaultExceptionContext.addValue that overwrites information in a recursive situation (LANG-605). Allow explicit replacement of a label with the new replaceValue methods.,{'lastFix': None},
1158,cd639ab,FAIL,0.0,Update components to point to the new download pages,{'lastFix': None},
1159,5905cd2,FAIL,1.0,Javadoc.,{'lastFix': None},
1160,a49eb9c,FAIL,0.0,Back out a CSU experiment.,{'lastFix': None},
1161,c45002a,FAIL,0.0,"Oops, experiment in progress. Back out last change.",{'lastFix': None},
1162,b4f1de2,FAIL,0.0,Javadoc.,{'lastFix': None},
1163,2869ea9,FAIL,0.0,Fix defaultIsEmpty typing.,{'lastFix': None},
1164,38bf704,FAIL,1.0,https://issues.apache.org/jira/browse/LANG-607 StringUtils.containsAny methods incorrectly matches Unicode 2.0+ supplementary characters.,{'lastFix': None},
1165,0cc451d,FAIL,0.0,"Makes sure ""..."" is the same all over this method.",{'lastFix': None},
1166,177b087,FAIL,1.0,Use INDEX_NOT_FOUND instead of magic number.,{'lastFix': None},
1167,f1687ae,FAIL,0.0,ContextedRuntimeException must extend RuntimeException (LANG-602).,{'lastFix': None},
1168,cf2e48a,FAIL,1.0,Change StringUtils arguments from String to CharSequence.,{'lastFix': None},
1169,4388585,FAIL,0.0,Convert defaultIfEmpty from String to CharSequence.,{'lastFix': None},
1170,8c5b40b,FAIL,1.0,Re-generate the download pages using the new commons-build-plugin .12 (via commons-parent version 13),{'lastFix': None},
1171,3fb82d7,FAIL,0.0,Upgrade to version 13 of commons-parent,{'lastFix': None},
1172,2aaf7b7,FAIL,1.0,More tests for length(),{'lastFix': None},
1173,41b01db,FAIL,0.0,Change length(String) to length(CharSequence),{'lastFix': None},
1174,6b4dc2a,FAIL,1.0,"Per David M. Sledge's patch to LANG-599, added support to ClassUtils.getClass(String) to support inner classes being separated by '.' as well as the official '$'",{'lastFix': None},
1175,7638d74,FAIL,1.0,Closing the paragraph tag on the ThreadSafe notation. LANG-370,{'lastFix': None},
1176,054c71b,FAIL,0.0,Fix threadsafety comments,{'lastFix': None},
1177,f6cbef5,FAIL,1.0,Iterator is not threadsafe Make private field final,{'lastFix': None},
1178,52b037f,FAIL,1.0,Some more #ThreadSafe# tags per LANG-370,{'lastFix': None},
1179,3715d5e,FAIL,0.0,Adding ThreadSafe notes to some obviously threadsafe classes (LANG-370),{'lastFix': None},
1180,6c09692,FAIL,1.0,Fixing javadoc @see tags,{'lastFix': None},
1181,6affd15,FAIL,1.0,Adding info on the LANG-559 commits,{'lastFix': None},
1182,bec66dc,FAIL,0.0,"Applying Valentin Rocher's patch from LANG-559, adding isInstanceOf and isAssignableFrom methods.",{'lastFix': None},
1183,7b55183,FAIL,1.0,Javadoc fixes,{'lastFix': None},
1184,f83d778,FAIL,0.0,Unused import; missing @Override markers,{'lastFix': None},
1185,b166e7c,FAIL,1.0,Fix raw types,{'lastFix': None},
1186,69cb0a9,FAIL,0.0,Tab police Also removed extraneous trailing spaces,{'lastFix': None},
1187,20566c3,FAIL,0.0,Updating package.html files (LANG-490).,{'lastFix': None},
1188,bd131d4,FAIL,1.0,LANG-594: Add truncatedEquals and truncatedCompareTo,{'lastFix': None},
1189,8e5637c,FAIL,0.0,2.5 changes report should show LANG-348 instead of LANG-438,{'lastFix': None},
1190,35349cf,FAIL,1.0,Add Lang 2.5 release,{'lastFix': None},
1191,05c4617,FAIL,0.0,Adding toString test. LANG-588,{'lastFix': None},
1192,c399945,FAIL,0.0,Applying Matt's patch with my modifications from LANG-588. Adds a Pair class to Lang.,{'lastFix': None},
1193,bc49503,FAIL,1.0,"Adding BasicThreadFactory class. Same as Oliver's original patch in LANG-582, with an @since 3.0 added",{'lastFix': None},
1194,9a8c3a8,FAIL,0.0,Update site for 2.5 release,{'lastFix': None},
1195,48b3b2d,FAIL,1.0,Port @since tags from 2.x branch,{'lastFix': None},
1196,50dac05,FAIL,0.0,Minor javadoc changes,{'lastFix': None},
1197,1dd28ce,FAIL,1.0,Minor code simplification,{'lastFix': None},
1198,d555488,FAIL,0.0,Remove Maven1 XML documents,{'lastFix': None},
1199,55ee6ff,FAIL,1.0,Checkstyle changes only,{'lastFix': None},
1200,e888beb,FAIL,0.0,Add methods for Cloneables to ObjectUtils (LANG-576).,{'lastFix': None},
1201,b1ed209,FAIL,1.0,Javadoc clarification,{'lastFix': None},
1202,ef778a2,FAIL,0.0,Adding extra javadoc to point out that usually indexOf on an empty String == -1. LANG-589,{'lastFix': None},
1203,2b79b9d,FAIL,1.0,"Moving the indexOf(String, String, int) method above the ordinalIndexOf methods to put it with its overloaded peers. LANG-590",{'lastFix': None},
1204,8f672df,FAIL,1.0,Removing JDK 1.2/1.3 protecting bugfix. We're now on JDK 1.5. LANG-590,{'lastFix': None},
1205,63dc36c,FAIL,0.0,"Applying Valentin Rocher's patch to LANG-579, adding new regexp and in range methods to Validate",{'lastFix': None},
1206,aef915f,FAIL,1.0,reread ThreadLocal value in synchronized block to avoid any timing issues,{'lastFix': None},
1207,006fca8,FAIL,1.0,[LANG-586] Clear ThreadLocal for HashCodeBuilder as well,{'lastFix': None},
1208,1c606c3,FAIL,0.0,promote uniformity between branches by using registry accessor,{'lastFix': None},
1209,0603aef,FAIL,1.0,[LANG-587] avoid NPE in ClassUtils.toClass(Object[]),{'lastFix': None},
1210,575be16,FAIL,0.0,clean up toClass(Object[]) test,{'lastFix': None},
1211,806ed8e,FAIL,1.0,"unused imports + uh, why would you synchronize access to a ThreadLocal?  :P",{'lastFix': None},
1212,496525b,FAIL,0.0,[LANG-586] part 2: refactor ToStringStyle and ToStringBuilderTest to verify that we are unsetting the registry when no longer needed,{'lastFix': None},
1213,3f900a7,FAIL,0.0,"[LANG-586] clear ThreadLocal recursion registry (compatibly with existing tests, first pass)",{'lastFix': None},
1214,2b3de2c,FAIL,1.0,LANG-454 implement Iterable<Character> and some javadoc changes,{'lastFix': None},
1215,264027d,FAIL,0.0,"LANG-585. Don't suggest catching Throwable, catch Exception instead.",{'lastFix': None},
1216,ffb0595,FAIL,1.0,Adding nullToEmpty methods to ArrayUtils per LANG-534 and Levon Karayan's patch.,{'lastFix': None},
1217,898ac6d,FAIL,1.0,"Fixing LANG-585. Don't catch Throwable, catch Exception instead.",{'lastFix': None},
1218,483f191,FAIL,0.0,Adding Vincent Ricard's patch to CharRange.java providing an iterator that lets you walk the chars in the range. LANG-454,{'lastFix': None},
1219,0511ae6,FAIL,1.0,"Applying Chandrashekar M's patch to LANG-583, adding isNotEmpty(array) methods to ArrayUtils.",{'lastFix': None},
1220,7925847,FAIL,0.0,Reorganize site to standard m2 layout (now there is no longer an m1 build)  - move/rename xdocs directory to site/xdoc  - remove xdocs/images and xdocs/style directories  - move xdocs/changes.xml to site/changes/changes.xml  - correct changes.xml location in pom.xml  - remove xdocs directory from assembly/src.xml  - remove redundant conf directory,{'lastFix': None},
1221,6cc8b27,FAIL,1.0,generics,{'lastFix': None},
1222,b857309,FAIL,0.0,remove pre Java 5 workaround,{'lastFix': None},
1223,540f79d,FAIL,1.0,default autoboxing for Class[] depending on RT Java version + more tests,{'lastFix': None},
1224,53281cc,FAIL,0.0,Correct comment and test name: LANG-520 => LANG-530,{'lastFix': None},
1225,e53a0c9,FAIL,0.0,default autoboxing depending on RT Java version,{'lastFix': None},
1226,4cba1dc,FAIL,1.0,Remove my author tags,{'lastFix': None},
1227,2b0b739,FAIL,0.0,Javadoc,{'lastFix': None},
1228,bda5ea6,FAIL,0.0,Removed comment on being able to add cause methods. This was removed from the API as noted in LANG-584,{'lastFix': None},
1229,4b3fc3c,FAIL,0.0,Fixed a test case that does not work on non-English locales.,{'lastFix': None},
1230,be314f2,FAIL,0.0,Explicit boxing,{'lastFix': None},
1231,2ae1161,FAIL,1.0,Explicit boxing,{'lastFix': None},
1232,5894111,FAIL,1.0,Simplify code (eliminate conditional check) and avoid NPE warning,{'lastFix': None},
1233,cbf58b8,FAIL,0.0,Javadoc correction,{'lastFix': None},
1234,bf5daeb,FAIL,1.0,Fix raw types,{'lastFix': None},
1235,f463039,FAIL,1.0,Checkstyle,{'lastFix': None},
1236,2f1bd0f,FAIL,0.0,Javadoc updates only,{'lastFix': None},
1237,1f3f516,FAIL,1.0,Javadoc correction: truncation -> abbreviation,{'lastFix': None},
1238,3d2406c,FAIL,0.0,LANG-405 rename method from truncateMiddle() to abbreviateMiddle(),{'lastFix': None},
1239,df8faee,FAIL,0.0,Replace tab characters with spaces,{'lastFix': None},
1240,5afba6e,FAIL,1.0,"Applying Srihari Reddy's patch from LANG-405, based on Dave Meikle's original patch. This adds a truncateMiddle method to StringUtils.",{'lastFix': None},
1241,14c230a,FAIL,0.0,Modifying toString method to cache in a thread-safe way per LANG-481,{'lastFix': None},
1242,7a3a563,FAIL,1.0,"LANG-571 ArrayUtils.add(T[] array[, offset], T element) can create unexpected ClassCastException Remove tests for generation of Object arrays when both objects are null",{'lastFix': None},
1243,2311ecb,FAIL,1.0,Unused imports Suppress deprecation warnings for tests of deprecated methods,{'lastFix': None},
1244,e037498,FAIL,0.0,Unused imports,{'lastFix': None},
1245,2168c16,FAIL,1.0,LANG-564 Improve StrLookup API documentation,{'lastFix': None},
1246,80bd78e,FAIL,1.0,"LANG-571 ArrayUtils.add(T[] array[, offset], T element) can create unexpected ClassCastException",{'lastFix': None},
1247,48bf241,FAIL,0.0,Adding hashCode caching in line with LANG-481,{'lastFix': None},
1248,293a9df,FAIL,1.0,Adding String lazy caching,{'lastFix': None},
1249,ed55264,FAIL,0.0,Adding javadoc note on immutable,{'lastFix': None},
1250,6c86244,FAIL,1.0,FIx Javadoc error,{'lastFix': None},
1251,56617c7,FAIL,0.0,Fix paste typos,{'lastFix': None},
1252,a4db130,FAIL,1.0,Another case-insensitive test,{'lastFix': None},
1253,07b8764,FAIL,0.0,LANG-581 - Javadoc bug in org.apache.commons.lang.StringUtils.removeEndIgnoreCase() Add some case-insensitive examples,{'lastFix': None},
1254,f110302,FAIL,0.0,Fix JUnit message to agree with test,{'lastFix': None},
1255,3b76fdd,FAIL,1.0,LANG-581 - Javadoc bug in org.apache.commons.lang.StringUtils.removeEndIgnoreCase(),{'lastFix': None},
1256,d630833,FAIL,0.0,Removing unnecessary <p> and Class variable,{'lastFix': None},
1257,48b1434,FAIL,1.0,Replacing the creation of a List in the core of each Builder class to test contains on the excludeFields with a call to ArrayUtils.contains. Reported by Anthony Whitford in LANG-575,{'lastFix': None},
1258,f78376c,FAIL,0.0,Performance improvement per Anthony Whitford in LANG-574. Check for isArray to short-circuit the 9 instanceof checks. Improves both non-arrays and Object[] in tests,{'lastFix': None},
1259,51b0768,FAIL,0.0,Synchronizing the COMMON Map so that getInstance doesn't miss a put from a subclass in another thread. LANG-494,{'lastFix': None},
1260,8b184f2,FAIL,0.0,Removing unused imports,{'lastFix': None},
1261,b090b3b,FAIL,1.0,Removing unused WordUtils import,{'lastFix': None},
1262,a02bf71,FAIL,0.0,Renaming media for the simple reason that two directories pisses off my tab completion :),{'lastFix': None},
1263,47afef0,FAIL,1.0,[LANG-560] Added TimedSemaphore class to concurrent package.,{'lastFix': None},
1264,f74af98,FAIL,0.0,"Push down WordUtils to ""text"" sub-package",{'lastFix': None},
1265,72be39f,FAIL,0.0,LANG-559: Added validState(),{'lastFix': None},
1266,42a39a9,FAIL,1.0,Remove customized src/test directories,{'lastFix': None},
1267,5b94b6c,FAIL,0.0,Move test source into src/test/java,{'lastFix': None},
1268,1c43bed,FAIL,1.0,Add src/test/java for standard Maven,{'lastFix': None},
1269,b168600,FAIL,0.0,Move main source to src/main/java,{'lastFix': None},
1270,1f725a9,FAIL,0.0,Add src/main for standard Maven,{'lastFix': None},
1271,17ed542,FAIL,1.0,Add self as developer,{'lastFix': None},
1272,25e6eb3,FAIL,0.0,Added deprecation for 4.0 notices. LANG-491,{'lastFix': None},
1273,6eec502,FAIL,1.0,"Removed the support for exceptions with a field named 'detail'. It's been there since the beginning, but does not seem like a very important use case. LANG-491",{'lastFix': None},
1274,ffaaa1f,FAIL,1.0,Removed unnecessary private toArray method. It was only invoked from one location. LANG-491,{'lastFix': None},
1275,bd29257,FAIL,0.0,"Removed the ability to modify the static store of cause method names. If that feature is wanted, it's easy for the user to pass in their own list, or use the newly added getDefaultCauseMethodNames and modify that before calling. This removes the need for synchronization code. LANG-491",{'lastFix': None},
1276,c711191,FAIL,1.0,Removing now unnecessary static initializer block. LANG-491,{'lastFix': None},
1277,6e255e2,FAIL,0.0,Removing setCause method. JDK 1.4 provided an initCause method and this method was to support both pre and post JDK 1.4 use cases. I don't see much of a reason to keep supporting Exceptions that have setCause as well as the inherited initCause. LANG-491,{'lastFix': None},
1278,c798403,FAIL,0.0,Removing unused NestableRuntimeException legacy class. LANG-491,{'lastFix': None},
1279,2e41620,FAIL,1.0,"Removing the selfCause tests. This is not a legal state for JDK Throwable cause properties, and I'm going to drop the support for people creating methods named 'setCause'. I can't find a lot of examples of this method naming in search engines. LANG-491",{'lastFix': None},
1280,32692e7,FAIL,0.0,"Removing SQLException usage per LANG-539. This leads to removing getCauseUsingWellKnownTypes and dropping the optimization step for SQLException and InvocationTargetException; plus a simplification of the code in getCause(String,String[]) for LANG-491",{'lastFix': None},
1281,b09b2ed,FAIL,1.0,"Removing isThrowableNested, isNestedThrowable and getFullStackTrace as they were all types of no-op once you got to JDK 1.4. LANG-491",{'lastFix': None},
1282,e98fff0,FAIL,0.0,Adding parseDateStrictly method per LANG-486,{'lastFix': None},
1283,1c89f91,FAIL,1.0,Removing commented out code.,{'lastFix': None},
1284,571e090,FAIL,0.0,Fix timezone ;-),{'lastFix': None},
1285,66639bb,FAIL,1.0,Add ArrayUtils.toArray (LANG-537).,{'lastFix': None},
1286,da0612b,FAIL,0.0,"isNumber(String) and createNumber(String) both modified to support ""2."". LANG-521",{'lastFix': None},
1287,ec0c4e5,FAIL,1.0,"Making class final, switching getMin/Max usage to this.min/max usage. LANG-551",{'lastFix': None},
1288,b5778eb,FAIL,0.0,"LANG-568 - @SuppressWarnings(""unchecked"") is used too generally",{'lastFix': None},
1289,34d25d7,FAIL,1.0,Propagate original exception (LANG-567); update docs,{'lastFix': None},
1290,ce52e0e,FAIL,0.0,Switching from getTime() to getTimeInMillis() per Sebb's report that it still fixes LANG-538 and is going to be lighter weight,{'lastFix': None},
1291,d57207a,FAIL,1.0,"LANG-568 - @SuppressWarnings(""unchecked"") is used too generally Partial fix - some warnings remain to be addressed",{'lastFix': None},
1292,42d511b,FAIL,0.0,"LANG-568 - @SuppressWarnings(""unchecked"") is used too generally Partial fix - some warnings remain to be addressed",{'lastFix': None},
1293,15234fa,FAIL,1.0,Check remove on non-Object array.,{'lastFix': None},
1294,b85fe85,FAIL,0.0,Remove unnecessary main() and suite() methods from tests Also remove setUp() and tearDown() methods with no useful code.,{'lastFix': None},
1295,ea140fb,FAIL,0.0,"LANG-567 - ArrayUtils.addAll(T[] array1, T... array2) does not handle mixed types very well Also remove unnecessary main() and suite() from test class",{'lastFix': None},
1296,b5906d3,FAIL,1.0,Improving doc to indicate null->false for elementBefore(T) and elementAfter(T). LANG-551,{'lastFix': None},
1297,937a563,FAIL,0.0,"Making ComparableComparator Serializable. This doesn't stop people putting non-Serializable comparators in a Range, but it does mean the default case can be serialized. LANG-551",{'lastFix': None},
1298,ee18ef7,FAIL,0.0,Change of groupId means clirr needs to be pointed to the old groupId,{'lastFix': None},
1299,1fb95c9,FAIL,1.0,"Applying 'fix' for LANG-530. DateUtils.parseDate now protects the common use case of FastDateFormat ZZ output, namely ZZ on the end of the pattern, from being passed to SimpleDateFormat as is. Use of ZZ elsewhere in the pattern isn't protected and will want to consider emulating the String changes made in this patch.",{'lastFix': None},
1300,a95e76e,FAIL,0.0,"Fixing LANG-538 - you need to call getTime() on a calendar sometimes to get it in the right state, otherwise the timezone gets out of whack.",{'lastFix': None},
1301,e28c95a,FAIL,1.0,Applying Niall's patch from LANG-569 adding indexOfIgnoreCase() and lastIndexOfIgnoreCase() methods to StringUtils,{'lastFix': None},
1302,12821f3,FAIL,0.0,Javadoc fix,{'lastFix': None},
1303,3acff13,FAIL,1.0,Fix Javadoc,{'lastFix': None},
1304,f06d8a1,FAIL,0.0,Updating copyright year - just in time :),{'lastFix': None},
1305,457c8da,FAIL,0.0,Applying my patch from LANG-469 - adding a lastOrdinalIndexOf method to complement the existing ordinalIndexOf method,{'lastFix': None},
1306,cbbb7b8,FAIL,1.0,Fix generic map type,{'lastFix': None},
1307,1e14ba5,FAIL,0.0,Fix up some raw types. May need to adjust some types if lookup() is made generic (see LANG-564),{'lastFix': None},
1308,346e68c,FAIL,0.0,Make autoboxing explicit,{'lastFix': None},
1309,5b5376f,FAIL,1.0,"Changing appendAll and appendWithSeparators methods to take Iterable instead of Collection. LANG-548 - part two, change Javadoc references",{'lastFix': None},
1310,a42f813,FAIL,0.0,Fix up raw types,{'lastFix': None},
1311,06897d9,FAIL,1.0,Fix up raw types,{'lastFix': None},
1312,94384a6,FAIL,0.0,Fix Eclipse warnings,{'lastFix': None},
1313,cb40e35,FAIL,1.0,"Applying fix for LANG-552. StringUtils.replaceEach(String, String[], String[]) no longer NPEs when null appears in the last String[]",{'lastFix': None},
1314,0aa57f0,FAIL,0.0,Adding stripAccents method to StringUtils. It requires JDK 1.6 (and accesses it via reflection until Lang becomes 1.6 dependent). LANG-285,{'lastFix': None},
1315,5e30f6a,FAIL,0.0,Adding a reset() method to EqualsBuilder. LANG-466,{'lastFix': None},
1316,c287cee,FAIL,1.0,Changing appendAll and appendWithSeparators methods to take Iterable instead of Collection. LANG-548,{'lastFix': None},
1317,0049527,FAIL,0.0,Making noNullElements methods take Iterable types rather than Collection types. LANG-548,{'lastFix': None},
