Note: checking out '9a62b06be5d0df8e833ff8583398cca386608cac'.

You are in 'detached HEAD' state. You can look around, make experimental
changes and commit them, and you can discard any commits you make in this
state without impacting any branches by performing another checkout.
HEAD is now at a3cc13c9 Fix DST cutover issues for LocalDate.toInterval() [2487417] Raised by Luc Claes
[ BUILD CHECKER ] a3cc13c9 commit build fail
[ BUILD CHECKER ] fa566d6c commit gona be checked
Previous HEAD position was a3cc13c9 Fix DST cutover issues for LocalDate.toInterval() [2487417] Raised by Luc Claes
HEAD is now at fa566d6c Javadoc fix in Months [2721880]
[ BUILD CHECKER ] fa566d6c commit build fail
[ BUILD CHECKER ] aa898665 commit gona be checked
Previous HEAD position was fa566d6c Javadoc fix in Months [2721880]
HEAD is now at aa898665 Fix so that builder works even when system time zone isn't UTC.
[ BUILD CHECKER ] aa898665 commit build fail
[ BUILD CHECKER ] 534d1a0e commit gona be checked
Previous HEAD position was aa898665 Fix so that builder works even when system time zone isn't UTC.
HEAD is now at 534d1a0e DateTimeZone data updated to version 2009d.
[ BUILD CHECKER ] 534d1a0e commit build fail
[ BUILD CHECKER ] 6cf67f42 commit gona be checked
Previous HEAD position was 534d1a0e DateTimeZone data updated to version 2009d.
HEAD is now at 6cf67f42 DateTimeZone data updated to version 2009c.
[ BUILD CHECKER ] 6cf67f42 commit build fail
[ BUILD CHECKER ] 5fb2edaa commit gona be checked
Previous HEAD position was 6cf67f42 DateTimeZone data updated to version 2009c.
HEAD is now at 5fb2edaa Move version to 2.0
[ BUILD CHECKER ] 5fb2edaa commit build fail
[ BUILD CHECKER ] e1e7a3b7 commit gona be checked
Previous HEAD position was 5fb2edaa Move version to 2.0
HEAD is now at e1e7a3b7 Add millis() factory [2648777]
[ BUILD CHECKER ] e1e7a3b7 commit build fail
[ BUILD CHECKER ] 411e7241 commit gona be checked
Previous HEAD position was e1e7a3b7 Add millis() factory [2648777]
HEAD is now at 411e7241 DateTimeZone data updated to version 2009a.
[ BUILD CHECKER ] 411e7241 commit build fail
[ BUILD CHECKER ] 738f4902 commit gona be checked
Previous HEAD position was 411e7241 DateTimeZone data updated to version 2009a.
HEAD is now at 738f4902 Need to use WinSCP for releases now
[ BUILD CHECKER ] 738f4902 commit build fail
[ BUILD CHECKER ] f3313e4f commit gona be checked
Previous HEAD position was 738f4902 Need to use WinSCP for releases now
HEAD is now at f3313e4f Prepare for v1.6
[ BUILD CHECKER ] f3313e4f commit build fail
[ BUILD CHECKER ] 01b4521d commit gona be checked
Previous HEAD position was f3313e4f Prepare for v1.6
HEAD is now at 01b4521d Update TODO version
[ BUILD CHECKER ] 01b4521d commit build fail
[ BUILD CHECKER ] 3b5d9edf commit gona be checked
Previous HEAD position was 01b4521d Update TODO version
HEAD is now at 3b5d9edf Added Duration.getStandardSeconds() and Duration.toStandardSeconds()
[ BUILD CHECKER ] 3b5d9edf commit build fail
[ BUILD CHECKER ] 33037763 commit gona be checked
Previous HEAD position was 3b5d9edf Added Duration.getStandardSeconds() and Duration.toStandardSeconds()
HEAD is now at 33037763 Add since tag
[ BUILD CHECKER ] 33037763 commit build fail
[ BUILD CHECKER ] ba5b23c9 commit gona be checked
Previous HEAD position was 33037763 Add since tag
HEAD is now at ba5b23c9 Add DateTimeZone.isLocalDateTimeGap
[ BUILD CHECKER ] ba5b23c9 commit build fail
[ BUILD CHECKER ] c247b1ea commit gona be checked
Previous HEAD position was ba5b23c9 Add DateTimeZone.isLocalDateTimeGap
HEAD is now at c247b1ea DateTimeZone data updated to version 2008i.
[ BUILD CHECKER ] c247b1ea commit build fail
[ BUILD CHECKER ] 3367bafb commit gona be checked
Previous HEAD position was c247b1ea DateTimeZone data updated to version 2008i.
HEAD is now at 3367bafb Change to maven 1.1
[ BUILD CHECKER ] 3367bafb commit build fail
[ BUILD CHECKER ] 5de9d937 commit gona be checked
Previous HEAD position was 3367bafb Change to maven 1.1
HEAD is now at 5de9d937 Change to maven 1.1
[ BUILD CHECKER ] 5de9d937 commit build fail
[ BUILD CHECKER ] df21ab4b commit gona be checked
Previous HEAD position was 5de9d937 Change to maven 1.1
HEAD is now at df21ab4b Method deepCopy() should just return the input value [2038742]
[ BUILD CHECKER ] df21ab4b commit build fail
[ BUILD CHECKER ] 7f60a9ca commit gona be checked
Previous HEAD position was df21ab4b Method deepCopy() should just return the input value [2038742]
HEAD is now at 7f60a9ca Add I18N link
[ BUILD CHECKER ] 7f60a9ca commit build fail
[ BUILD CHECKER ] c51f5211 commit gona be checked
Previous HEAD position was 7f60a9ca Add I18N link
HEAD is now at c51f5211 Fix javadoc and licence
[ BUILD CHECKER ] c51f5211 commit build fail
[ BUILD CHECKER ] 1fdc1f43 commit gona be checked
Previous HEAD position was c51f5211 Fix javadoc and licence
HEAD is now at 1fdc1f43 DateTimeZone data updated to version 2008h.
[ BUILD CHECKER ] 1fdc1f43 commit build fail
[ BUILD CHECKER ] c111e996 commit gona be checked
Previous HEAD position was 1fdc1f43 DateTimeZone data updated to version 2008h.
HEAD is now at c111e996 Prepare for v1.1
[ BUILD CHECKER ] c111e996 commit build fail
[ BUILD CHECKER ] 3ba02f6c commit gona be checked
Previous HEAD position was c111e996 Prepare for v1.1
HEAD is now at 3ba02f6c Add PersistentLocalDateTime
[ BUILD CHECKER ] 3ba02f6c commit build fail
[ BUILD CHECKER ] 312ed1d8 commit gona be checked
Previous HEAD position was 3ba02f6c Add PersistentLocalDateTime
HEAD is now at 312ed1d8 Update the list of tasks
[ BUILD CHECKER ] 312ed1d8 commit build fail
[ BUILD CHECKER ] 4f0fa2ec commit gona be checked
Previous HEAD position was 312ed1d8 Update the list of tasks
HEAD is now at 4f0fa2ec Handle null intervals stored in database [2111763]
[ BUILD CHECKER ] 4f0fa2ec commit build fail
[ BUILD CHECKER ] 64a991fc commit gona be checked
Previous HEAD position was 4f0fa2ec Handle null intervals stored in database [2111763]
HEAD is now at 64a991fc DateTimeZone data updated to version 2008g.
[ BUILD CHECKER ] 64a991fc commit build fail
[ BUILD CHECKER ] 1e601794 commit gona be checked
Previous HEAD position was 64a991fc DateTimeZone data updated to version 2008g.
HEAD is now at 1e601794 DateTimeZone data updated to version 2008f.
[ BUILD CHECKER ] 1e601794 commit build fail
[ BUILD CHECKER ] 2490507f commit gona be checked
Previous HEAD position was 1e601794 DateTimeZone data updated to version 2008f.
HEAD is now at 2490507f Added stable Chronology hash code implementations [2018795]
[ BUILD CHECKER ] 2490507f commit build fail
[ BUILD CHECKER ] 07ab0b2f commit gona be checked
Previous HEAD position was 2490507f Added stable Chronology hash code implementations [2018795]
HEAD is now at 07ab0b2f Fix period formatting printZeroRarelyFirst() [2025928] from Sarah Brake
[ BUILD CHECKER ] 07ab0b2f commit build fail
[ BUILD CHECKER ] 2022a572 commit gona be checked
Previous HEAD position was 07ab0b2f Fix period formatting printZeroRarelyFirst() [2025928] from Sarah Brake
HEAD is now at 2022a572 Add OSGi manifest information [1889787] adapted from Barend Garvelink
[ BUILD CHECKER ] 2022a572 commit build fail
[ BUILD CHECKER ] baac178e commit gona be checked
Previous HEAD position was 2022a572 Add OSGi manifest information [1889787] adapted from Barend Garvelink
HEAD is now at baac178e Add OSGi manifest information [1889787] adapted from Barend Garvelink
[ BUILD CHECKER ] baac178e commit build fail
[ BUILD CHECKER ] 08669f78 commit gona be checked
Previous HEAD position was baac178e Add OSGi manifest information [1889787] adapted from Barend Garvelink
HEAD is now at 08669f78 DateTimeZone data updated to version 2008e.
[ BUILD CHECKER ] 08669f78 commit build fail
[ BUILD CHECKER ] d8fd2cec commit gona be checked
Previous HEAD position was 08669f78 DateTimeZone data updated to version 2008e.
HEAD is now at d8fd2cec DateTimeZone data updated to version 2008d.
[ BUILD CHECKER ] d8fd2cec commit build fail
[ BUILD CHECKER ] 7eed68ff commit gona be checked
Previous HEAD position was d8fd2cec DateTimeZone data updated to version 2008d.
HEAD is now at 7eed68ff Fix user guide example, bug 1945908
[ BUILD CHECKER ] 7eed68ff commit build fail
[ BUILD CHECKER ] fae8b5a6 commit gona be checked
Previous HEAD position was 7eed68ff Fix user guide example, bug 1945908
HEAD is now at fae8b5a6 DateTimeZone data updated to version 2008c.
[ BUILD CHECKER ] fae8b5a6 commit build fail
[ BUILD CHECKER ] c880847b commit gona be checked
Previous HEAD position was fae8b5a6 DateTimeZone data updated to version 2008c.
HEAD is now at c880847b DateTimeZone data updated to version 2008b.
[ BUILD CHECKER ] c880847b commit build fail
[ BUILD CHECKER ] 20bd2451 commit gona be checked
Previous HEAD position was c880847b DateTimeZone data updated to version 2008b.
HEAD is now at 20bd2451 Fix millisecond parsing, fix basic parsers too lenient
[ BUILD CHECKER ] 20bd2451 commit build fail
[ BUILD CHECKER ] ad03b064 commit gona be checked
Previous HEAD position was 20bd2451 Fix millisecond parsing, fix basic parsers too lenient
HEAD is now at ad03b064 Add since tags
[ BUILD CHECKER ] ad03b064 commit build fail
[ BUILD CHECKER ] d6dab6bf commit gona be checked
Previous HEAD position was ad03b064 Add since tags
HEAD is now at d6dab6bf Fix copyright dates
[ BUILD CHECKER ] d6dab6bf commit build fail
[ BUILD CHECKER ] b89707e6 commit gona be checked
Previous HEAD position was d6dab6bf Fix copyright dates
HEAD is now at b89707e6 Add static factory methods to Duration [1909376]
[ BUILD CHECKER ] b89707e6 commit build fail
[ BUILD CHECKER ] 1b5988e3 commit gona be checked
Previous HEAD position was b89707e6 Add static factory methods to Duration [1909376]
HEAD is now at 1b5988e3 DateTimeFormat.forFields(List) method can't handle immutable [1877843]
[ BUILD CHECKER ] 1b5988e3 commit build fail
[ BUILD CHECKER ] 97c6db8a commit gona be checked
Previous HEAD position was 1b5988e3 DateTimeFormat.forFields(List) method can't handle immutable [1877843]
HEAD is now at 97c6db8a Prepare for v1.6
[ BUILD CHECKER ] 97c6db8a commit build fail
[ BUILD CHECKER ] 28676c0f commit gona be checked
Previous HEAD position was 97c6db8a Prepare for v1.6
HEAD is now at 28676c0f Release scripts
[ BUILD CHECKER ] 28676c0f commit build fail
[ BUILD CHECKER ] 582ba2ea commit gona be checked
Previous HEAD position was 28676c0f Release scripts
HEAD is now at 582ba2ea Fixed offset time zones calculated incorrect periods - fix isPrecise()
[ BUILD CHECKER ] 582ba2ea commit build fail
[ BUILD CHECKER ] 826d38bc commit gona be checked
Previous HEAD position was 582ba2ea Fixed offset time zones calculated incorrect periods - fix isPrecise()
HEAD is now at 826d38bc Switch to make v1.6 the next release
[ BUILD CHECKER ] 826d38bc commit build fail
[ BUILD CHECKER ] daec3672 commit gona be checked
Previous HEAD position was 826d38bc Switch to make v1.6 the next release
HEAD is now at daec3672 Release scripts
[ BUILD CHECKER ] daec3672 commit build fail
[ BUILD CHECKER ] 7283dc72 commit gona be checked
Previous HEAD position was daec3672 Release scripts
HEAD is now at 7283dc72 Prepare for 1.0.2
[ BUILD CHECKER ] 7283dc72 commit build fail
[ BUILD CHECKER ] 7f691f72 commit gona be checked
Previous HEAD position was 7283dc72 Prepare for 1.0.2
HEAD is now at 7f691f72 Include .properties files in jar file, and prepare for 1.0.2
[ BUILD CHECKER ] 7f691f72 commit build fail
[ BUILD CHECKER ] a003745a commit gona be checked
Previous HEAD position was 7f691f72 Include .properties files in jar file, and prepare for 1.0.2
HEAD is now at a003745a Updated time zone table documentation.
[ BUILD CHECKER ] a003745a commit build fail
[ BUILD CHECKER ] 62ea1bfa commit gona be checked
Previous HEAD position was a003745a Updated time zone table documentation.
HEAD is now at 62ea1bfa Fix Javadoc timezone definitions, from Simen Rokaas [Open discussion]
[ BUILD CHECKER ] 62ea1bfa commit build fail
[ BUILD CHECKER ] 706ccf2e commit gona be checked
Previous HEAD position was 62ea1bfa Fix Javadoc timezone definitions, from Simen Rokaas [Open discussion]
HEAD is now at 706ccf2e Fix document title
[ BUILD CHECKER ] 706ccf2e commit build fail
[ BUILD CHECKER ] a478fe86 commit gona be checked
Previous HEAD position was 706ccf2e Fix document title
HEAD is now at a478fe86 ZonedChronology fix to roundFloor/roundCeiling (regression from 1.4) [1887104] Bug affected DST cutover in Autumn for time fields (not date fields)
[ BUILD CHECKER ] a478fe86 commit build fail
[ BUILD CHECKER ] 6f1b59b6 commit gona be checked
Previous HEAD position was a478fe86 ZonedChronology fix to roundFloor/roundCeiling (regression from 1.4) [1887104] Bug affected DST cutover in Autumn for time fields (not date fields)
HEAD is now at 6f1b59b6 Pre release 1.5.2
[ BUILD CHECKER ] 6f1b59b6 commit build fail
[ BUILD CHECKER ] f7fa039a commit gona be checked
Previous HEAD position was 6f1b59b6 Pre release 1.5.2
HEAD is now at f7fa039a Pre release 1.5.2
[ BUILD CHECKER ] f7fa039a commit build fail
[ BUILD CHECKER ] 3e6eded0 commit gona be checked
Previous HEAD position was f7fa039a Pre release 1.5.2
HEAD is now at 3e6eded0 Use correct Guatamala cutover date
[ BUILD CHECKER ] 3e6eded0 commit build fail
[ BUILD CHECKER ] 98ab6879 commit gona be checked
Previous HEAD position was 3e6eded0 Use correct Guatamala cutover date
HEAD is now at 98ab6879 Javadoc
[ BUILD CHECKER ] 98ab6879 commit build fail
[ BUILD CHECKER ] 90791a77 commit gona be checked
Previous HEAD position was 98ab6879 Javadoc
HEAD is now at 90791a77 Note time zone update.
[ BUILD CHECKER ] 90791a77 commit build fail
[ BUILD CHECKER ] 0c7b06d9 commit gona be checked
Previous HEAD position was 90791a77 Note time zone update.
HEAD is now at 0c7b06d9 Fix getOffsetFromLocal DST gap adjustment.
[ BUILD CHECKER ] 0c7b06d9 commit build fail
[ BUILD CHECKER ] f2878d1c commit gona be checked
Previous HEAD position was 0c7b06d9 Fix getOffsetFromLocal DST gap adjustment.
HEAD is now at f2878d1c DateTimeZone data updated to version 2007k.
[ BUILD CHECKER ] f2878d1c commit build fail
[ BUILD CHECKER ] 990fcfc0 commit gona be checked
Previous HEAD position was f2878d1c DateTimeZone data updated to version 2007k.
HEAD is now at 990fcfc0 Improve Javadoc on Object constructors suggested by Gili Tzabari
[ BUILD CHECKER ] 990fcfc0 commit build fail
[ BUILD CHECKER ] 1253e8c0 commit gona be checked
Previous HEAD position was 990fcfc0 Improve Javadoc on Object constructors suggested by Gili Tzabari
HEAD is now at 1253e8c0 Javadoc inspired by mistake in Hours spotted by Phil Brock
[ BUILD CHECKER ] 1253e8c0 commit build fail
[ BUILD CHECKER ] c4efa9ca commit gona be checked
Previous HEAD position was 1253e8c0 Javadoc inspired by mistake in Hours spotted by Phil Brock
HEAD is now at c4efa9ca Pre Release 1.5.1
[ BUILD CHECKER ] c4efa9ca commit build fail
[ BUILD CHECKER ] e0dfeca3 commit gona be checked
Previous HEAD position was c4efa9ca Pre Release 1.5.1
HEAD is now at e0dfeca3 DateTimeZone data updated to version 2007j.
[ BUILD CHECKER ] e0dfeca3 commit build fail
[ BUILD CHECKER ] ecfddfa4 commit gona be checked
Previous HEAD position was e0dfeca3 DateTimeZone data updated to version 2007j.
HEAD is now at ecfddfa4 Add scope provided to maven project.xml, bug 1841568
[ BUILD CHECKER ] ecfddfa4 commit build fail
[ BUILD CHECKER ] 857aaacf commit gona be checked
Previous HEAD position was ecfddfa4 Add scope provided to maven project.xml, bug 1841568
HEAD is now at 857aaacf Support parsing all upper-case and all lower-case text
[ BUILD CHECKER ] 857aaacf commit build fail
[ BUILD CHECKER ] 88551bde commit gona be checked
Previous HEAD position was 857aaacf Support parsing all upper-case and all lower-case text
HEAD is now at 88551bde Support parsing all upper-case and all lower-case text
[ BUILD CHECKER ] 88551bde commit build fail
[ BUILD CHECKER ] d78a89d2 commit gona be checked
Previous HEAD position was 88551bde Support parsing all upper-case and all lower-case text
HEAD is now at d78a89d2 Update to use javax.* namespace on maven for dependencies
[ BUILD CHECKER ] d78a89d2 commit build fail
[ BUILD CHECKER ] 8ae44bbe commit gona be checked
Previous HEAD position was d78a89d2 Update to use javax.* namespace on maven for dependencies
HEAD is now at 8ae44bbe Pre Release 1.0.1
[ BUILD CHECKER ] 8ae44bbe commit build fail
[ BUILD CHECKER ] ce6ca2df commit gona be checked
Previous HEAD position was 8ae44bbe Pre Release 1.0.1
HEAD is now at ce6ca2df Post release 1.5
[ BUILD CHECKER ] ce6ca2df commit build fail
[ BUILD CHECKER ] e9009a11 commit gona be checked
Previous HEAD position was ce6ca2df Post release 1.5
HEAD is now at e9009a11 Assorted minor fixes, from Bob Japenga
[ BUILD CHECKER ] e9009a11 commit build fail
[ BUILD CHECKER ] 66134183 commit gona be checked
Previous HEAD position was e9009a11 Assorted minor fixes, from Bob Japenga
HEAD is now at 66134183 Change "Users guide" to "User guide"
[ BUILD CHECKER ] 66134183 commit build fail
[ BUILD CHECKER ] 7b910262 commit gona be checked
Previous HEAD position was 66134183 Change "Users guide" to "User guide"
HEAD is now at 7b910262 Post release 1.5
[ BUILD CHECKER ] 7b910262 commit build fail
[ BUILD CHECKER ] 5f7236c7 commit gona be checked
Previous HEAD position was 7b910262 Post release 1.5
HEAD is now at 5f7236c7 Updated tz database to version 2007i.
[ BUILD CHECKER ] 5f7236c7 commit build fail
[ BUILD CHECKER ] b198acb9 commit gona be checked
Previous HEAD position was 5f7236c7 Updated tz database to version 2007i.
HEAD is now at b198acb9 Fix bundle to be a jar not a zip
[ BUILD CHECKER ] b198acb9 commit build fail
[ BUILD CHECKER ] 1129b311 commit gona be checked
Previous HEAD position was b198acb9 Fix bundle to be a jar not a zip
HEAD is now at 1129b311 Prepare for v1.5, Switch to JDK1.4, Switch to Emma
[ BUILD CHECKER ] 1129b311 commit build fail
[ BUILD CHECKER ] 29c52d1e commit gona be checked
Previous HEAD position was 1129b311 Prepare for v1.5, Switch to JDK1.4, Switch to Emma
HEAD is now at 29c52d1e Abandon Maven 2
[ BUILD CHECKER ] 29c52d1e commit build fail
[ BUILD CHECKER ] 5ccd1def commit gona be checked
Previous HEAD position was 29c52d1e Abandon Maven 2
HEAD is now at 5ccd1def Add missing since tags for 1.5
[ BUILD CHECKER ] 5ccd1def commit build fail
[ BUILD CHECKER ] ff5faa95 commit gona be checked
Previous HEAD position was 5ccd1def Add missing since tags for 1.5
HEAD is now at ff5faa95 Update release note compatibility from clirr
[ BUILD CHECKER ] ff5faa95 commit build fail
[ BUILD CHECKER ] d3bf091a commit gona be checked
Previous HEAD position was ff5faa95 Update release note compatibility from clirr
HEAD is now at d3bf091a Reword US DST FAQ for clarity
[ BUILD CHECKER ] d3bf091a commit build fail
[ BUILD CHECKER ] 19ed2b02 commit gona be checked
Previous HEAD position was d3bf091a Reword US DST FAQ for clarity
HEAD is now at 19ed2b02 Abandon Maven 2
[ BUILD CHECKER ] 19ed2b02 commit build fail
[ BUILD CHECKER ] 575254b8 commit gona be checked
Previous HEAD position was 19ed2b02 Abandon Maven 2
HEAD is now at 575254b8 Abandon Maven 2
[ BUILD CHECKER ] 575254b8 commit build fail
[ BUILD CHECKER ] 2b1b575d commit gona be checked
Previous HEAD position was 575254b8 Abandon Maven 2
HEAD is now at 2b1b575d Abandon Maven 2
[ BUILD CHECKER ] 2b1b575d commit build fail
[ BUILD CHECKER ] 6f386bb7 commit gona be checked
Previous HEAD position was 2b1b575d Abandon Maven 2
HEAD is now at 6f386bb7 Abandon Maven 2
[ BUILD CHECKER ] 6f386bb7 commit build fail
[ BUILD CHECKER ] 1209751a commit gona be checked
Previous HEAD position was 6f386bb7 Abandon Maven 2
HEAD is now at 1209751a Enable compilation on JDK 1.3
[ BUILD CHECKER ] 1209751a commit build fail
[ BUILD CHECKER ] 526ee264 commit gona be checked
Previous HEAD position was 1209751a Enable compilation on JDK 1.3
HEAD is now at 526ee264 Maven 2
[ BUILD CHECKER ] 526ee264 commit build fail
[ BUILD CHECKER ] 605c7215 commit gona be checked
Previous HEAD position was 526ee264 Maven 2
HEAD is now at 605c7215 Sources now provided as a jar
[ BUILD CHECKER ] 605c7215 commit build fail
[ BUILD CHECKER ] 08dac4fd commit gona be checked
Previous HEAD position was 605c7215 Sources now provided as a jar
HEAD is now at 08dac4fd Maven 2
[ BUILD CHECKER ] 08dac4fd commit build fail
[ BUILD CHECKER ] 4a9a2cf9 commit gona be checked
Previous HEAD position was 08dac4fd Maven 2
HEAD is now at 4a9a2cf9 Maven 2
[ BUILD CHECKER ] 4a9a2cf9 commit build fail
[ BUILD CHECKER ] 44feb9f8 commit gona be checked
Previous HEAD position was 4a9a2cf9 Maven 2
HEAD is now at 44feb9f8 Maven 2
[ BUILD CHECKER ] 44feb9f8 commit build fail
[ BUILD CHECKER ] be7b3ae4 commit gona be checked
Previous HEAD position was 44feb9f8 Maven 2
HEAD is now at be7b3ae4 Maven 2
[ BUILD CHECKER ] be7b3ae4 commit build fail
[ BUILD CHECKER ] 51dca08a commit gona be checked
Previous HEAD position was be7b3ae4 Maven 2
HEAD is now at 51dca08a Prepare for v1.5
[ BUILD CHECKER ] 51dca08a commit build fail
[ BUILD CHECKER ] 5e0b12a0 commit gona be checked
Previous HEAD position was 51dca08a Prepare for v1.5
HEAD is now at 5e0b12a0 Add Islamic calendar to home page
[ BUILD CHECKER ] 5e0b12a0 commit build fail
[ BUILD CHECKER ] 08da459f commit gona be checked
Previous HEAD position was 5e0b12a0 Add Islamic calendar to home page
HEAD is now at 08da459f Prepare for v1.5
[ BUILD CHECKER ] 08da459f commit build fail
[ BUILD CHECKER ] 6e2619ab commit gona be checked
Previous HEAD position was 08da459f Prepare for v1.5
HEAD is now at 6e2619ab Prepare for v1.5
[ BUILD CHECKER ] 6e2619ab commit build fail
[ BUILD CHECKER ] 906e96a5 commit gona be checked
Previous HEAD position was 6e2619ab Prepare for v1.5
HEAD is now at 906e96a5 Deprecate YearMonthDay and TimeOfDay
[ BUILD CHECKER ] 906e96a5 commit build fail
[ BUILD CHECKER ] 0ebf8683 commit gona be checked
Previous HEAD position was 906e96a5 Deprecate YearMonthDay and TimeOfDay
HEAD is now at 0ebf8683 Prepare for v1.5
[ BUILD CHECKER ] 0ebf8683 commit build fail
[ BUILD CHECKER ] 119418fb commit gona be checked
Previous HEAD position was 0ebf8683 Prepare for v1.5
HEAD is now at 119418fb Add Partial.isMatch(ReadablePartial)
[ BUILD CHECKER ] 119418fb commit build fail
[ BUILD CHECKER ] a201e395 commit gona be checked
Previous HEAD position was 119418fb Add Partial.isMatch(ReadablePartial)
HEAD is now at a201e395 Fix test so it isn't influenced by DST cutover
[ BUILD CHECKER ] a201e395 commit build fail
[ BUILD CHECKER ] 69b17f73 commit gona be checked
Previous HEAD position was a201e395 Fix test so it isn't influenced by DST cutover
HEAD is now at 69b17f73 Fix DateTime parsing of text containing non-letters, also make less greedy [1788282]
[ BUILD CHECKER ] 69b17f73 commit build fail
[ BUILD CHECKER ] 25443d7b commit gona be checked
Previous HEAD position was 69b17f73 Fix DateTime parsing of text containing non-letters, also make less greedy [1788282]
HEAD is now at 25443d7b Update tasks as Islamic chronology has been written
[ BUILD CHECKER ] 25443d7b commit build fail
[ BUILD CHECKER ] b35d679a commit gona be checked
Previous HEAD position was 25443d7b Update tasks as Islamic chronology has been written
HEAD is now at b35d679a DateTimeZone data updated to version 2007h
[ BUILD CHECKER ] b35d679a commit build fail
[ BUILD CHECKER ] 87557cda commit gona be checked
Previous HEAD position was b35d679a DateTimeZone data updated to version 2007h
HEAD is now at 87557cda Switch meta-inf to META-INF
[ BUILD CHECKER ] 87557cda commit build fail
[ BUILD CHECKER ] 63f77324 commit gona be checked
Previous HEAD position was 87557cda Switch meta-inf to META-INF
HEAD is now at 63f77324 Prepare for v1.0
[ BUILD CHECKER ] 63f77324 commit build fail
[ BUILD CHECKER ] a99e4837 commit gona be checked
Previous HEAD position was 63f77324 Prepare for v1.0
HEAD is now at a99e4837 Document period and duration persistence
[ BUILD CHECKER ] a99e4837 commit build fail
[ BUILD CHECKER ] b58f412c commit gona be checked
Previous HEAD position was a99e4837 Document period and duration persistence
HEAD is now at b58f412c Store period and duration using ISO8601 string
[ BUILD CHECKER ] b58f412c commit build fail
[ BUILD CHECKER ] bb9aea5d commit gona be checked
Previous HEAD position was b58f412c Store period and duration using ISO8601 string
HEAD is now at bb9aea5d Updated to TZ version 2007g.
[ BUILD CHECKER ] bb9aea5d commit build fail
[ BUILD CHECKER ] 26dc14b0 commit gona be checked
Previous HEAD position was bb9aea5d Updated to TZ version 2007g.
HEAD is now at 26dc14b0 Eliminate redundant checks.
[ BUILD CHECKER ] 26dc14b0 commit build fail
[ BUILD CHECKER ] a5edf79d commit gona be checked
Previous HEAD position was 26dc14b0 Eliminate redundant checks.
HEAD is now at a5edf79d Guard against locale changing concurrently.
[ BUILD CHECKER ] a5edf79d commit build fail
[ BUILD CHECKER ] bffc316f commit gona be checked
Previous HEAD position was a5edf79d Guard against locale changing concurrently.
HEAD is now at bffc316f Fixed defect in localized Gregorian/Julian symbol cache which severely impacted formatting performance when using null (default) locale.
[ BUILD CHECKER ] bffc316f commit build fail
[ BUILD CHECKER ] 9767bfc1 commit gona be checked
Previous HEAD position was bffc316f Fixed defect in localized Gregorian/Julian symbol cache which severely impacted formatting performance when using null (default) locale.
HEAD is now at 9767bfc1 Fixed @since tags.
[ BUILD CHECKER ] 9767bfc1 commit build fail
[ BUILD CHECKER ] 19e969dd commit gona be checked
Previous HEAD position was 9767bfc1 Fixed @since tags.
HEAD is now at 19e969dd Added appendFixedDecimal and appendFixedSignedDecimal methods to DateTimeFormatterBuilder.
[ BUILD CHECKER ] 19e969dd commit build fail
[ BUILD CHECKER ] 1cfa9b4c commit gona be checked
Previous HEAD position was 19e969dd Added appendFixedDecimal and appendFixedSignedDecimal methods to DateTimeFormatterBuilder.
HEAD is now at 1cfa9b4c Add LocalDate toDateTimeAtStartOfDay(), toDateTimeAtStartOfDay(DateTimeZone)
[ BUILD CHECKER ] 1cfa9b4c commit build fail
[ BUILD CHECKER ] 31de4ef4 commit gona be checked
Previous HEAD position was 1cfa9b4c Add LocalDate toDateTimeAtStartOfDay(), toDateTimeAtStartOfDay(DateTimeZone)
HEAD is now at 31de4ef4 Add Period normalizedStandard(), normalizedStandard(PeriodType) Fix Period withXxx() to throw UnsupportedOperationException
[ BUILD CHECKER ] 31de4ef4 commit build fail
[ BUILD CHECKER ] a13f93ca commit gona be checked
Previous HEAD position was 31de4ef4 Add Period normalizedStandard(), normalizedStandard(PeriodType) Fix Period withXxx() to throw UnsupportedOperationException
HEAD is now at a13f93ca Add Period plus(ReadablePeriod) minus(ReadablePeriod)
[ BUILD CHECKER ] a13f93ca commit build fail
[ BUILD CHECKER ] 0472506e commit gona be checked
Previous HEAD position was a13f93ca Add Period plus(ReadablePeriod) minus(ReadablePeriod)
HEAD is now at 0472506e Add Period.toStandard*() methods - use UnsupportedOperationException
[ BUILD CHECKER ] 0472506e commit build fail
[ BUILD CHECKER ] 7c4c238b commit gona be checked
Previous HEAD position was 0472506e Add Period.toStandard*() methods - use UnsupportedOperationException
HEAD is now at 7c4c238b Add Period.toStandard*() methods - use UnsupportedOperationException
[ BUILD CHECKER ] 7c4c238b commit build fail
[ BUILD CHECKER ] 0d5c8e72 commit gona be checked
Previous HEAD position was 7c4c238b Add Period.toStandard*() methods - use UnsupportedOperationException
HEAD is now at 0d5c8e72 Fix Period plus*() and minus*() to throw correct exception as per javadoc
[ BUILD CHECKER ] 0d5c8e72 commit build fail
[ BUILD CHECKER ] d622c13d commit gona be checked
Previous HEAD position was 0d5c8e72 Fix Period plus*() and minus*() to throw correct exception as per javadoc
HEAD is now at d622c13d Add Period.toStandard*() methods
[ BUILD CHECKER ] d622c13d commit build fail
[ BUILD CHECKER ] bd9fec94 commit gona be checked
Previous HEAD position was d622c13d Add Period.toStandard*() methods
HEAD is now at bd9fec94 Fix javadoc
[ BUILD CHECKER ] bd9fec94 commit build fail
[ BUILD CHECKER ] 4b3ac22a commit gona be checked
