Previous HEAD position was 83f6917e Change on 2010/07/27 09:25:39 by dcc
HEAD is now at 49e9565f Shut off i18n warnings if the user didn't ask for i18n. Fixes issue 1135 R=blickly
[ BUILD CHECKER ] CHECK BUILD FOR STEP 2
[ BUILD CHECKER ] 44293eb5 commit already checked: SUCCESS
[ BUILD CHECKER ] ce53ac0e commit already checked: SUCCESS
[ BUILD CHECKER ] 41ecd65c commit already checked: SUCCESS
[ BUILD CHECKER ] 89441fcc commit already checked: SUCCESS
[ BUILD CHECKER ] dffa868e commit already checked: SUCCESS
[ BUILD CHECKER ] a552292e commit already checked: SUCCESS
[ BUILD CHECKER ] 5912a2fb commit already checked: SUCCESS
[ BUILD CHECKER ] 945d662b commit already checked: SUCCESS
[ BUILD CHECKER ] 8c8fd802 commit already checked: SUCCESS
[ BUILD CHECKER ] 98d9c2b6 commit already checked: SUCCESS
[ BUILD CHECKER ] 5e58d4e0 commit already checked: SUCCESS
[ BUILD CHECKER ] 175e9982 commit already checked: SUCCESS
[ BUILD CHECKER ] 336a54f3 commit already checked: SUCCESS
[ BUILD CHECKER ] fa08f09b commit already checked: SUCCESS
[ BUILD CHECKER ] 76abdf11 commit already checked: SUCCESS
[ BUILD CHECKER ] c1585321 commit already checked: SUCCESS
[ BUILD CHECKER ] 5200a1c2 commit already checked: SUCCESS
[ BUILD CHECKER ] 8ef31dd3 commit already checked: SUCCESS
[ BUILD CHECKER ] 02b68944 commit already checked: SUCCESS
[ BUILD CHECKER ] 5b2dd4b6 commit already checked: SUCCESS
[ BUILD CHECKER ] 749d75cc commit already checked: SUCCESS
[ BUILD CHECKER ] 86b3e89e commit already checked: SUCCESS
[ BUILD CHECKER ] 79c373c2 commit already checked: SUCCESS
[ BUILD CHECKER ] c9855bee commit already checked: SUCCESS
[ BUILD CHECKER ] 49b4ef31 commit already checked: SUCCESS
[ BUILD CHECKER ] 5331b915 commit already checked: SUCCESS
[ BUILD CHECKER ] 42af8df2 commit already checked: SUCCESS
[ BUILD CHECKER ] 5b7831be commit already checked: SUCCESS
[ BUILD CHECKER ] 541c3abd commit already checked: SUCCESS
[ BUILD CHECKER ] 841090b6 commit already checked: SUCCESS
[ BUILD CHECKER ] cdba7e0f commit already checked: SUCCESS
[ BUILD CHECKER ] c67efc20 commit already checked: SUCCESS
[ BUILD CHECKER ] 6736f3bb commit already checked: SUCCESS
[ BUILD CHECKER ] 663a6830 commit already checked: SUCCESS
[ BUILD CHECKER ] ca637c97 commit already checked: SUCCESS
[ BUILD CHECKER ] 09f31f94 commit already checked: SUCCESS
[ BUILD CHECKER ] 000c57ca commit already checked: SUCCESS
[ BUILD CHECKER ] 86e26932 commit gona be re-checked
Previous HEAD position was 49e9565f Shut off i18n warnings if the user didn't ask for i18n. Fixes issue 1135 R=blickly
HEAD is now at 86e26932 Bump closure-compiler opensource definitions to refer to protobuf 2.4.1
Removing build/
[ BUILD CHECKER ] 86e26932 commit build fail
[ BUILD CHECKER ] 8b9b9a44 commit already checked: SUCCESS
[ BUILD CHECKER ] d39f3fa8 commit already checked: SUCCESS
[ BUILD CHECKER ] ae5ae60f commit already checked: SUCCESS
[ BUILD CHECKER ] abc28cea commit already checked: SUCCESS
[ BUILD CHECKER ] de684ba3 commit already checked: SUCCESS
[ BUILD CHECKER ] b3f276d6 commit already checked: SUCCESS
[ BUILD CHECKER ] 792e37c5 commit already checked: SUCCESS
[ BUILD CHECKER ] 2130492f commit already checked: SUCCESS
[ BUILD CHECKER ] d4823487 commit already checked: SUCCESS
[ BUILD CHECKER ] 94192f9b commit already checked: SUCCESS
[ BUILD CHECKER ] 18e92629 commit already checked: SUCCESS
[ BUILD CHECKER ] 7647d956 commit already checked: SUCCESS
[ BUILD CHECKER ] d001a8dd commit already checked: SUCCESS
[ BUILD CHECKER ] 4aa490cc commit already checked: SUCCESS
[ BUILD CHECKER ] 75875dff commit already checked: SUCCESS
[ BUILD CHECKER ] 9433e71b commit already checked: SUCCESS
[ BUILD CHECKER ] 48a32150 commit already checked: SUCCESS
[ BUILD CHECKER ] aeae02fb commit already checked: SUCCESS
[ BUILD CHECKER ] 2a7d1ab7 commit already checked: SUCCESS
[ BUILD CHECKER ] a8f44dca commit already checked: SUCCESS
[ BUILD CHECKER ] 30774e43 commit already checked: SUCCESS
[ BUILD CHECKER ] c4fd3fc0 commit already checked: SUCCESS
[ BUILD CHECKER ] 21e7b4eb commit already checked: SUCCESS
[ BUILD CHECKER ] df632b1e commit already checked: SUCCESS
[ BUILD CHECKER ] a07ce4c8 commit already checked: SUCCESS
[ BUILD CHECKER ] fbaadc73 commit already checked: SUCCESS
[ BUILD CHECKER ] 042b972a commit already checked: SUCCESS
[ BUILD CHECKER ] ed28ddf3 commit already checked: SUCCESS
[ BUILD CHECKER ] 8d4d6cd2 commit already checked: SUCCESS
[ BUILD CHECKER ] 9d1fbeb4 commit already checked: SUCCESS
[ BUILD CHECKER ] ceaae6ff commit already checked: SUCCESS
[ BUILD CHECKER ] 03ce555b commit already checked: SUCCESS
[ BUILD CHECKER ] 923cb70a commit already checked: SUCCESS
[ BUILD CHECKER ] 5a70e1a1 commit already checked: SUCCESS
[ BUILD CHECKER ] 3ff13317 commit already checked: SUCCESS
[ BUILD CHECKER ] 9320feca commit already checked: SUCCESS
[ BUILD CHECKER ] 7fb0551b commit already checked: SUCCESS
[ BUILD CHECKER ] 33d99d84 commit already checked: SUCCESS
[ BUILD CHECKER ] 522f1833 commit already checked: SUCCESS
[ BUILD CHECKER ] 4859a081 commit already checked: SUCCESS
[ BUILD CHECKER ] 46ac4064 commit already checked: SUCCESS
[ BUILD CHECKER ] 22c4ea0d commit already checked: SUCCESS
[ BUILD CHECKER ] 25738b0b commit already checked: SUCCESS
[ BUILD CHECKER ] 2ba05c5c commit already checked: SUCCESS
[ BUILD CHECKER ] 251c596a commit already checked: SUCCESS
[ BUILD CHECKER ] 34e4616a commit already checked: SUCCESS
[ BUILD CHECKER ] bac71221 commit already checked: SUCCESS
[ BUILD CHECKER ] 17089a64 commit already checked: SUCCESS
[ BUILD CHECKER ] e9a1cc9c commit already checked: SUCCESS
[ BUILD CHECKER ] f5529dd0 commit already checked: SUCCESS
[ BUILD CHECKER ] b12d1d64 commit already checked: SUCCESS
[ BUILD CHECKER ] 1e070472 commit already checked: SUCCESS
[ BUILD CHECKER ] 22a1fcd7 commit already checked: SUCCESS
[ BUILD CHECKER ] 245362ac commit already checked: SUCCESS
[ BUILD CHECKER ] 8abd1d9e commit already checked: SUCCESS
[ BUILD CHECKER ] 37b0e1b0 commit already checked: SUCCESS
[ BUILD CHECKER ] 7deaed51 commit already checked: SUCCESS
[ BUILD CHECKER ] da5791ae commit already checked: SUCCESS
[ BUILD CHECKER ] 1ad5e8de commit already checked: SUCCESS
[ BUILD CHECKER ] c9b771aa commit already checked: SUCCESS
[ BUILD CHECKER ] 01bf122e commit already checked: SUCCESS
[ BUILD CHECKER ] 26dfe37d commit already checked: SUCCESS
[ BUILD CHECKER ] 9c33c915 commit already checked: SUCCESS
[ BUILD CHECKER ] 04a90977 commit already checked: SUCCESS
[ BUILD CHECKER ] 321cf8c9 commit already checked: SUCCESS
[ BUILD CHECKER ] 02735e27 commit already checked: SUCCESS
[ BUILD CHECKER ] 03db3415 commit already checked: SUCCESS
[ BUILD CHECKER ] 34de1a20 commit already checked: SUCCESS
[ BUILD CHECKER ] c5d4e141 commit already checked: SUCCESS
[ BUILD CHECKER ] f04270c5 commit already checked: SUCCESS
[ BUILD CHECKER ] 5a948f05 commit already checked: SUCCESS
[ BUILD CHECKER ] fe6b4682 commit already checked: SUCCESS
[ BUILD CHECKER ] ab9dfefc commit already checked: SUCCESS
[ BUILD CHECKER ] e42c68a6 commit already checked: SUCCESS
[ BUILD CHECKER ] 6b3acd21 commit already checked: SUCCESS
[ BUILD CHECKER ] ddc91a02 commit already checked: SUCCESS
[ BUILD CHECKER ] 15715d80 commit already checked: SUCCESS
[ BUILD CHECKER ] 528931cc commit already checked: SUCCESS
[ BUILD CHECKER ] de726510 commit already checked: SUCCESS
[ BUILD CHECKER ] 620fc21f commit already checked: SUCCESS
[ BUILD CHECKER ] 5fd1037e commit already checked: SUCCESS
[ BUILD CHECKER ] 37682577 commit already checked: SUCCESS
[ BUILD CHECKER ] cc4ec1a7 commit already checked: SUCCESS
[ BUILD CHECKER ] 69ee87f7 commit already checked: SUCCESS
[ BUILD CHECKER ] b291781a commit already checked: SUCCESS
[ BUILD CHECKER ] fb1ca6ab commit already checked: SUCCESS
[ BUILD CHECKER ] b3fd5d67 commit already checked: SUCCESS
[ BUILD CHECKER ] ff625e7c commit already checked: SUCCESS
[ BUILD CHECKER ] 8dc67305 commit already checked: SUCCESS
[ BUILD CHECKER ] 3fc66a99 commit already checked: SUCCESS
[ BUILD CHECKER ] 48aea0ff commit already checked: SUCCESS
[ BUILD CHECKER ] 9465f913 commit already checked: SUCCESS
[ BUILD CHECKER ] 48cccf20 commit already checked: SUCCESS
[ BUILD CHECKER ] 5d9614c1 commit already checked: SUCCESS
[ BUILD CHECKER ] 1a400824 commit already checked: SUCCESS
[ BUILD CHECKER ] d3be4eec commit already checked: SUCCESS
[ BUILD CHECKER ] 9674e79d commit already checked: SUCCESS
[ BUILD CHECKER ] e2bd9c4a commit already checked: SUCCESS
[ BUILD CHECKER ] ecde688b commit already checked: SUCCESS
[ BUILD CHECKER ] 0dcb6c9c commit already checked: SUCCESS
[ BUILD CHECKER ] 0235adc7 commit already checked: SUCCESS
[ BUILD CHECKER ] cc5786f9 commit already checked: SUCCESS
[ BUILD CHECKER ] 59a30b48 commit already checked: SUCCESS
[ BUILD CHECKER ] 984bce0d commit already checked: SUCCESS
[ BUILD CHECKER ] dd5a73fd commit already checked: SUCCESS
[ BUILD CHECKER ] 51e81d0f commit already checked: SUCCESS
[ BUILD CHECKER ] ab11c6a4 commit already checked: SUCCESS
[ BUILD CHECKER ] d22f487c commit already checked: SUCCESS
[ BUILD CHECKER ] 7e52b85b commit already checked: SUCCESS
[ BUILD CHECKER ] aa89d05b commit already checked: SUCCESS
[ BUILD CHECKER ] 8777edb9 commit already checked: SUCCESS
[ BUILD CHECKER ] 9d5a6e30 commit already checked: SUCCESS
[ BUILD CHECKER ] f392c841 commit already checked: SUCCESS
[ BUILD CHECKER ] dad3100f commit already checked: SUCCESS
[ BUILD CHECKER ] 9407ab7f commit already checked: SUCCESS
[ BUILD CHECKER ] e2da3b80 commit already checked: SUCCESS
[ BUILD CHECKER ] 32c0f8b8 commit already checked: SUCCESS
[ BUILD CHECKER ] d668cb96 commit already checked: SUCCESS
[ BUILD CHECKER ] 19d4a073 commit already checked: SUCCESS
[ BUILD CHECKER ] 193d9f50 commit already checked: SUCCESS
[ BUILD CHECKER ] 0ac9c952 commit already checked: SUCCESS
[ BUILD CHECKER ] d12de273 commit already checked: SUCCESS
[ BUILD CHECKER ] 63df133d commit already checked: SUCCESS
[ BUILD CHECKER ] 036f2173 commit already checked: SUCCESS
[ BUILD CHECKER ] f7466a4b commit already checked: SUCCESS
[ BUILD CHECKER ] e7a8def7 commit already checked: SUCCESS
[ BUILD CHECKER ] d4fe5ff5 commit already checked: SUCCESS
[ BUILD CHECKER ] 7dc3e324 commit already checked: SUCCESS
[ BUILD CHECKER ] a54f481f commit already checked: SUCCESS
[ BUILD CHECKER ] 1f4bd3b2 commit already checked: SUCCESS
[ BUILD CHECKER ] 29312d9f commit already checked: SUCCESS
[ BUILD CHECKER ] d5dad765 commit already checked: SUCCESS
[ BUILD CHECKER ] c8ab1392 commit already checked: SUCCESS
[ BUILD CHECKER ] 12d37e8f commit already checked: SUCCESS
[ BUILD CHECKER ] 5e084898 commit already checked: SUCCESS
[ BUILD CHECKER ] 1836235c commit already checked: SUCCESS
[ BUILD CHECKER ] 7baea8ea commit already checked: SUCCESS
[ BUILD CHECKER ] 91d615d6 commit already checked: SUCCESS
[ BUILD CHECKER ] bd7f6b05 commit already checked: SUCCESS
[ BUILD CHECKER ] c590fe51 commit already checked: SUCCESS
[ BUILD CHECKER ] 75a9013e commit already checked: SUCCESS
[ BUILD CHECKER ] af3e9dbf commit already checked: SUCCESS
[ BUILD CHECKER ] 0f40029d commit already checked: SUCCESS
[ BUILD CHECKER ] 643bd643 commit already checked: SUCCESS
[ BUILD CHECKER ] 2ec10d2f commit already checked: SUCCESS
[ BUILD CHECKER ] dd549b15 commit already checked: SUCCESS
[ BUILD CHECKER ] a430f618 commit already checked: SUCCESS
[ BUILD CHECKER ] f9733cf0 commit already checked: SUCCESS
[ BUILD CHECKER ] ec4a34c2 commit already checked: SUCCESS
[ BUILD CHECKER ] 7433d30a commit already checked: SUCCESS
[ BUILD CHECKER ] 43ef4fb5 commit already checked: SUCCESS
[ BUILD CHECKER ] b3940c8c commit already checked: SUCCESS
[ BUILD CHECKER ] e646ff31 commit already checked: SUCCESS
[ BUILD CHECKER ] 8690ecb0 commit already checked: SUCCESS
[ BUILD CHECKER ] e4e13996 commit already checked: SUCCESS
[ BUILD CHECKER ] aa7c8f99 commit already checked: SUCCESS
[ BUILD CHECKER ] 87c1e605 commit already checked: SUCCESS
[ BUILD CHECKER ] 3c674ed0 commit already checked: SUCCESS
[ BUILD CHECKER ] f047a5af commit already checked: SUCCESS
[ BUILD CHECKER ] 4553519e commit already checked: SUCCESS
[ BUILD CHECKER ] 82882847 commit already checked: SUCCESS
[ BUILD CHECKER ] 4c1e16ff commit already checked: SUCCESS
[ BUILD CHECKER ] de8d4c68 commit already checked: SUCCESS
[ BUILD CHECKER ] c438dfd0 commit already checked: SUCCESS
[ BUILD CHECKER ] 7078f435 commit already checked: SUCCESS
[ BUILD CHECKER ] 1c707e4f commit already checked: SUCCESS
[ BUILD CHECKER ] f78951b3 commit already checked: SUCCESS
[ BUILD CHECKER ] b783533a commit already checked: SUCCESS
[ BUILD CHECKER ] 836a93db commit already checked: SUCCESS
[ BUILD CHECKER ] 5b55e9fa commit already checked: SUCCESS
[ BUILD CHECKER ] d700e3ee commit already checked: SUCCESS
[ BUILD CHECKER ] fb879203 commit already checked: SUCCESS
[ BUILD CHECKER ] 06dadd83 commit already checked: SUCCESS
[ BUILD CHECKER ] 3ded788d commit already checked: SUCCESS
[ BUILD CHECKER ] 71546f3d commit already checked: SUCCESS
[ BUILD CHECKER ] 8f4b1746 commit gona be re-checked
Previous HEAD position was 86e26932 Bump closure-compiler opensource definitions to refer to protobuf 2.4.1
HEAD is now at 8f4b1746 An optimization pass for regular expression bodies.
Removing build/
[ BUILD CHECKER ] 8f4b1746 commit build fail
[ BUILD CHECKER ] db1fdf97 commit already checked: SUCCESS
[ BUILD CHECKER ] c498ecb7 commit already checked: SUCCESS
[ BUILD CHECKER ] 8ff11aeb commit already checked: SUCCESS
[ BUILD CHECKER ] b8ffdb77 commit already checked: SUCCESS
[ BUILD CHECKER ] e2e7f75a commit already checked: SUCCESS
[ BUILD CHECKER ] b8441ec2 commit already checked: SUCCESS
[ BUILD CHECKER ] 3130ceb0 commit already checked: SUCCESS
[ BUILD CHECKER ] 33c9bba0 commit already checked: SUCCESS
[ BUILD CHECKER ] 441d31de commit already checked: SUCCESS
[ BUILD CHECKER ] 9b06d389 commit already checked: SUCCESS
[ BUILD CHECKER ] 1e612a4e commit already checked: SUCCESS
[ BUILD CHECKER ] f1115542 commit already checked: SUCCESS
[ BUILD CHECKER ] 2851a419 commit already checked: SUCCESS
[ BUILD CHECKER ] a55628d7 commit already checked: SUCCESS
[ BUILD CHECKER ] 00c3d735 commit already checked: SUCCESS
[ BUILD CHECKER ] a36a61a9 commit already checked: SUCCESS
[ BUILD CHECKER ] 1ed164be commit already checked: SUCCESS
[ BUILD CHECKER ] 686a1daa commit already checked: SUCCESS
[ BUILD CHECKER ] c1c79684 commit already checked: SUCCESS
[ BUILD CHECKER ] 091577d5 commit already checked: SUCCESS
[ BUILD CHECKER ] de306603 commit already checked: SUCCESS
[ BUILD CHECKER ] 77efc4f9 commit already checked: SUCCESS
[ BUILD CHECKER ] 714af244 commit already checked: SUCCESS
[ BUILD CHECKER ] d4ae974e commit already checked: SUCCESS
[ BUILD CHECKER ] 2304ecfe commit already checked: SUCCESS
[ BUILD CHECKER ] ffc432e4 commit already checked: SUCCESS
[ BUILD CHECKER ] 00e9a3f7 commit already checked: SUCCESS
[ BUILD CHECKER ] 23cf56d2 commit already checked: SUCCESS
[ BUILD CHECKER ] 14502577 commit already checked: SUCCESS
[ BUILD CHECKER ] cf26186f commit already checked: SUCCESS
[ BUILD CHECKER ] 58d71bf3 commit already checked: SUCCESS
[ BUILD CHECKER ] 01c200be commit already checked: SUCCESS
[ BUILD CHECKER ] c49ac6ab commit already checked: SUCCESS
[ BUILD CHECKER ] 940d5ecc commit already checked: SUCCESS
[ BUILD CHECKER ] 97ccd2e1 commit already checked: SUCCESS
[ BUILD CHECKER ] b836418b commit already checked: SUCCESS
[ BUILD CHECKER ] 3abadb95 commit already checked: SUCCESS
[ BUILD CHECKER ] 7839b1f7 commit already checked: SUCCESS
[ BUILD CHECKER ] d43e86e1 commit already checked: SUCCESS
[ BUILD CHECKER ] e323b879 commit already checked: SUCCESS
[ BUILD CHECKER ] 3f8896c5 commit already checked: SUCCESS
[ BUILD CHECKER ] 552148a7 commit already checked: SUCCESS
[ BUILD CHECKER ] aebca72a commit already checked: SUCCESS
[ BUILD CHECKER ] 2d98dd38 commit already checked: SUCCESS
[ BUILD CHECKER ] d6f92e5d commit already checked: SUCCESS
[ BUILD CHECKER ] c04153da commit already checked: SUCCESS
[ BUILD CHECKER ] a2d9c861 commit already checked: SUCCESS
[ BUILD CHECKER ] 78a39b47 commit already checked: SUCCESS
[ BUILD CHECKER ] a28ca576 commit already checked: SUCCESS
[ BUILD CHECKER ] fdccd7dd commit already checked: SUCCESS
[ BUILD CHECKER ] f7e8640e commit already checked: SUCCESS
[ BUILD CHECKER ] 1d09ddac commit already checked: SUCCESS
[ BUILD CHECKER ] e98c4b91 commit already checked: SUCCESS
[ BUILD CHECKER ] 5ed80836 commit already checked: SUCCESS
[ BUILD CHECKER ] 38405b88 commit already checked: SUCCESS
[ BUILD CHECKER ] 4d27fdcf commit already checked: SUCCESS
[ BUILD CHECKER ] 6b57a1d8 commit already checked: SUCCESS
[ BUILD CHECKER ] 897e474a commit already checked: SUCCESS
[ BUILD CHECKER ] 8be3896c commit already checked: SUCCESS
[ BUILD CHECKER ] 26110318 commit already checked: SUCCESS
[ BUILD CHECKER ] 7fe50e46 commit already checked: SUCCESS
[ BUILD CHECKER ] 31628adf commit already checked: SUCCESS
[ BUILD CHECKER ] b7d0c3ee commit already checked: SUCCESS
[ BUILD CHECKER ] ef2dd6e0 commit already checked: SUCCESS
[ BUILD CHECKER ] 77063ce8 commit already checked: SUCCESS
[ BUILD CHECKER ] e8229030 commit already checked: SUCCESS
[ BUILD CHECKER ] c827c306 commit already checked: SUCCESS
[ BUILD CHECKER ] cc628d60 commit already checked: SUCCESS
[ BUILD CHECKER ] ec82f50f commit already checked: SUCCESS
[ BUILD CHECKER ] 2f8df834 commit already checked: SUCCESS
[ BUILD CHECKER ] b0f46153 commit already checked: SUCCESS
[ BUILD CHECKER ] da36f250 commit already checked: SUCCESS
[ BUILD CHECKER ] 5500c5d6 commit already checked: SUCCESS
[ BUILD CHECKER ] 67df3c84 commit already checked: SUCCESS
[ BUILD CHECKER ] 1857a4dd commit already checked: SUCCESS
[ BUILD CHECKER ] ee834409 commit already checked: SUCCESS
[ BUILD CHECKER ] 760bded3 commit already checked: SUCCESS
[ BUILD CHECKER ] 5818d174 commit already checked: SUCCESS
[ BUILD CHECKER ] a4f32ed8 commit already checked: SUCCESS
[ BUILD CHECKER ] 303a90a0 commit already checked: SUCCESS
[ BUILD CHECKER ] 58eb2f51 commit already checked: SUCCESS
[ BUILD CHECKER ] 2b8ec0e5 commit already checked: SUCCESS
[ BUILD CHECKER ] 3d50e644 commit already checked: SUCCESS
[ BUILD CHECKER ] 5811ff45 commit already checked: SUCCESS
[ BUILD CHECKER ] f136b358 commit already checked: SUCCESS
[ BUILD CHECKER ] f4a33b6f commit already checked: SUCCESS
[ BUILD CHECKER ] 42c6b8ca commit already checked: SUCCESS
[ BUILD CHECKER ] cc67102f commit already checked: SUCCESS
[ BUILD CHECKER ] 4b6962bd commit already checked: SUCCESS
[ BUILD CHECKER ] f322be0e commit already checked: SUCCESS
[ BUILD CHECKER ] 8c4a625c commit already checked: SUCCESS
[ BUILD CHECKER ] 145faa87 commit already checked: SUCCESS
[ BUILD CHECKER ] 591db202 commit already checked: SUCCESS
[ BUILD CHECKER ] 13e05b0b commit already checked: SUCCESS
[ BUILD CHECKER ] 65714d6c commit already checked: SUCCESS
[ BUILD CHECKER ] c628a5ad commit already checked: SUCCESS
[ BUILD CHECKER ] f5bf8931 commit already checked: SUCCESS
[ BUILD CHECKER ] 95aaad5c commit already checked: SUCCESS
[ BUILD CHECKER ] dd220d3b commit already checked: SUCCESS
[ BUILD CHECKER ] d6ac4fe5 commit already checked: SUCCESS
[ BUILD CHECKER ] 7dfe0890 commit already checked: SUCCESS
[ BUILD CHECKER ] cccb8506 commit already checked: SUCCESS
[ BUILD CHECKER ] ad3247e8 commit already checked: SUCCESS
[ BUILD CHECKER ] 28e179cd commit already checked: SUCCESS
[ BUILD CHECKER ] 0b1171a3 commit already checked: SUCCESS
[ BUILD CHECKER ] 09121090 commit already checked: SUCCESS
[ BUILD CHECKER ] 03fee32a commit already checked: SUCCESS
[ BUILD CHECKER ] d5bf6b42 commit already checked: SUCCESS
[ BUILD CHECKER ] 22f6cda3 commit already checked: SUCCESS
[ BUILD CHECKER ] cd977758 commit already checked: SUCCESS
[ BUILD CHECKER ] fcccf543 commit already checked: SUCCESS
[ BUILD CHECKER ] 87ff82f7 commit already checked: SUCCESS
[ BUILD CHECKER ] 07f1059d commit already checked: SUCCESS
[ BUILD CHECKER ] 18688572 commit already checked: SUCCESS
[ BUILD CHECKER ] 9b27f9c5 commit already checked: SUCCESS
[ BUILD CHECKER ] 49239b94 commit already checked: SUCCESS
[ BUILD CHECKER ] 75aa5f65 commit already checked: SUCCESS
[ BUILD CHECKER ] 41acde3e commit already checked: SUCCESS
[ BUILD CHECKER ] 9f19220f commit already checked: SUCCESS
[ BUILD CHECKER ] eeaba974 commit already checked: SUCCESS
[ BUILD CHECKER ] c6cc58a9 commit already checked: SUCCESS
[ BUILD CHECKER ] 31baadd1 commit already checked: SUCCESS
[ BUILD CHECKER ] ea47e4dc commit already checked: SUCCESS
[ BUILD CHECKER ] 3fc8aba7 commit already checked: SUCCESS
[ BUILD CHECKER ] bf4fc620 commit already checked: SUCCESS
[ BUILD CHECKER ] 9adfc806 commit already checked: SUCCESS
[ BUILD CHECKER ] 6c274ff3 commit already checked: SUCCESS
[ BUILD CHECKER ] 290bffbf commit already checked: SUCCESS
[ BUILD CHECKER ] 63c9ab97 commit already checked: SUCCESS
[ BUILD CHECKER ] 4fe0dd22 commit already checked: SUCCESS
[ BUILD CHECKER ] 8051ef88 commit already checked: SUCCESS
[ BUILD CHECKER ] 8703ffc3 commit already checked: SUCCESS
[ BUILD CHECKER ] f39bbdd3 commit already checked: SUCCESS
[ BUILD CHECKER ] bae144ca commit already checked: SUCCESS
[ BUILD CHECKER ] 27b083a4 commit already checked: SUCCESS
[ BUILD CHECKER ] da8366a5 commit already checked: SUCCESS
[ BUILD CHECKER ] 9360326a commit already checked: SUCCESS
[ BUILD CHECKER ] 69c36088 commit gona be re-checked
Previous HEAD position was 8f4b1746 An optimization pass for regular expression bodies.
HEAD is now at 69c36088 Fix incorrect pseudo names in shadow variables.
Removing build/
[ BUILD CHECKER ] 69c36088 commit build success
[ BUILD CHECKER ] 69c36088 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 84cc81ec commit gona be re-checked
Previous HEAD position was 69c36088 Fix incorrect pseudo names in shadow variables.
HEAD is now at 84cc81ec Move Extern and Js/Extern root node creation to before parsing.  This will prevent the tree structure from being invalid at later phases.
Removing build/
[ BUILD CHECKER ] 84cc81ec commit build success
[ BUILD CHECKER ] 84cc81ec commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 01f3b980 commit gona be re-checked
Previous HEAD position was 84cc81ec Move Extern and Js/Extern root node creation to before parsing.  This will prevent the tree structure from being invalid at later phases.
HEAD is now at 01f3b980 Initial API CL for introducing Code Changes data object and passing it into the ScopedAliases compiler pass where it will be used. Used Role Specific Interface approach to the API.  We can widen the interfaces if we would prefer it (to minimize potential user code duplication).
Removing build/
[ BUILD CHECKER ] 01f3b980 commit build success
[ BUILD CHECKER ] 01f3b980 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 229c3ef1 commit gona be re-checked
Previous HEAD position was 01f3b980 Initial API CL for introducing Code Changes data object and passing it into the ScopedAliases compiler pass where it will be used. Used Role Specific Interface approach to the API.  We can widen the interfaces if we would prefer it (to minimize potential user code duplication).
HEAD is now at 229c3ef1 Remove non-ascii quotes.
Removing build/
[ BUILD CHECKER ] 229c3ef1 commit build success
[ BUILD CHECKER ] 229c3ef1 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ba011971 commit gona be re-checked
Previous HEAD position was 229c3ef1 Remove non-ascii quotes.
HEAD is now at ba011971 Don't inline alias if "arguments" are modified or escaped. Fixes issue 378
Removing build/
[ BUILD CHECKER ] ba011971 commit build success
[ BUILD CHECKER ] ba011971 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 86a7d25f commit gona be re-checked
Previous HEAD position was ba011971 Don't inline alias if "arguments" are modified or escaped. Fixes issue 378
HEAD is now at 86a7d25f Fix bad folding of expressions containing object and array literals with side-effects.
Removing build/
[ BUILD CHECKER ] 86a7d25f commit build success
[ BUILD CHECKER ] 86a7d25f commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 93a26fd0 commit gona be re-checked
Previous HEAD position was 86a7d25f Fix bad folding of expressions containing object and array literals with side-effects.
HEAD is now at 93a26fd0 Break the dependency on the "generation" rule for consumers of the source maps.
Removing build/
[ BUILD CHECKER ] 93a26fd0 commit build success
[ BUILD CHECKER ] 93a26fd0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a1c49b11 commit gona be re-checked
Previous HEAD position was 93a26fd0 Break the dependency on the "generation" rule for consumers of the source maps.
HEAD is now at a1c49b11 Now that the consumers of the source map can transparently switch formats on the fly, switch the default format to the more compact one.
Removing build/
[ BUILD CHECKER ] a1c49b11 commit build success
[ BUILD CHECKER ] a1c49b11 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5cb3877c commit gona be re-checked
Previous HEAD position was a1c49b11 Now that the consumers of the source map can transparently switch formats on the fly, switch the default format to the more compact one.
HEAD is now at 5cb3877c Fixed chrome.tab.get extern signature.
Removing build/
[ BUILD CHECKER ] 5cb3877c commit build success
[ BUILD CHECKER ] 5cb3877c commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 09fd953f commit gona be re-checked
Previous HEAD position was 5cb3877c Fixed chrome.tab.get extern signature.
HEAD is now at 09fd953f Add gjslint suppress annotations for missing and extra goog.provide statements to jscompiler.
Removing build/
[ BUILD CHECKER ] 09fd953f commit build success
[ BUILD CHECKER ] 09fd953f commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d0b49323 commit gona be re-checked
Previous HEAD position was 09fd953f Add gjslint suppress annotations for missing and extra goog.provide statements to jscompiler.
HEAD is now at d0b49323 Add generic number array form to uniform setters in WebGL externs.
Removing build/
[ BUILD CHECKER ] d0b49323 commit build success
[ BUILD CHECKER ] d0b49323 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e805e65c commit gona be re-checked
Previous HEAD position was d0b49323 Add generic number array form to uniform setters in WebGL externs.
